ITEM_CODE,ITEM_NAME,DEPT,VALUE
154752,"POLICE CAR HELICOPTER SLIDED ALLOY 6PCS MKR186263","TOYS AND ENTERTAINMENT",1417
153079,"SERVING TRAY MELAMINE 8 INCHES ZHN A0218","HOUSEWARE & KITCHENWARE",7.9
150374,"CURTAIN W8GROMENT SILVER GREY 54X90 JQ028","HOME DECOR & TEXTILES",1308
164038,"MUGS INFUSER WLID  STRAW 660ML GLASS 111766000","HOUSEWARE & KITCHENWARE",24.9
164592,"WEANING BOWL WSPOON 45352","TOYS AND ENTERTAINMENT",117
159262,"MAGNIFYING GLASS 100MM",STATIONERY,13.99
159307,"DOCUMENT BAG A4",STATIONERY,7.9
158549,"FAIRAFRIC 42 KAKAO MIT CASHAW CREME 80G 10",SUPERMARKET,38.49
159763,"MUNCHEE DIGESTIVE BISCUITS 65G  48",SUPERMARKET,21.54
159794,"AIRCRAFT TOYS MIX COLOR","TOYS AND ENTERTAINMENT",1313.2
174305,"PILOT BALL PEN BLUE MEDIUM LINK BP1MLINED",STATIONERY,47.88
174519,"DOMS BALL PEN INXIFY SOFTY RED 5PCS 80301",STATIONERY,6.99
168083,"FILLED CUSHION P EMBD 30X50CMCURVE DC252","HOME DECOR & TEXTILES",1190
170072,"JAR SPIN LOCK 3PCS SET 73010001400ML 30101","HOUSEWARE & KITCHENWARE",314.3
168705,"CAMRY GLASS ELECTRONIC SCALE LCD EB9370PS10 RJK","HOUSEWARE & KITCHENWARE",99
167662,"PAPER BAG 26X32X12 MIX COLOR","TOYS AND ENTERTAINMENT",19.98
167871,"WOK PAN 28CM FALU ZHNBLY 1058G28","HOUSEWARE & KITCHENWARE",199
166927,"FRIDGE BOTTLE 1200ML PLASTIC 3143","HOUSEWARE & KITCHENWARE",359.1
168878,"KITCHEN TOOL SET 3PCS CPCB06 RJK","HOUSEWARE & KITCHENWARE",404.1
168882,"KITCHEN TOOL SET 6PCS CPQL006 RJK","HOUSEWARE & KITCHENWARE",711
168943,"FRY PAN 26CM 3MM BLK FALU BAROLY 852226 RJK","HOUSEWARE & KITCHENWARE",981
181837,"DELICIOUS DRINKING GLASS 3PCS SET LDS010","HOUSEWARE & KITCHENWARE",26.9
175866,"KISS VODKA MIX 18 DRINK 250ML 24",SUPERMARKET,15.29
187704,"BATH MATS PLASTIC 58X33CM 5COLOR MIX","HOME DECOR & TEXTILES",35.9
184107,"CERAMIC MUG EMBOSSED 330ML EBCM1330 RJK","HOUSEWARE & KITCHENWARE",25.8
183513,"WATER BOTTLE PULSE 850ML PHYB1004","HOUSEWARE & KITCHENWARE",49.9
182968,"FRYING PAN 24CM FALU ZHNBLY 8107624","HOUSEWARE & KITCHENWARE",545
183310,"STORAGE CONTAINER SQ 3PCS SET PLASTIC BG660","HOUSEWARE & KITCHENWARE",24.9
193505,"STEMWARE 3 PCS SET SLEEVE PACK LVFAM523A","HOUSEWARE & KITCHENWARE",399.2
194948,"LADLE SERVING SILICONE ZHN HR22PC21DS","HOUSEWARE & KITCHENWARE",12.9
193038,"PEELER 6PCS SET ZHN HD126","HOUSEWARE & KITCHENWARE",1016.6
193039,"PEELER 6PCS SET ZHN HD127","HOUSEWARE & KITCHENWARE",717.6
194621,"KIDS ABACUS TOY HCL O51001","TOYS AND ENTERTAINMENT",39.8
190720,"BOTTLE OPENER METAL PLASTIC BOTTLE SHAPE YWU","HOUSEWARE & KITCHENWARE",49.5
200704,"COOKING TOOLS 7PCS SET SILICONE ZHN T2027","HOUSEWARE & KITCHENWARE",149
46884,"SERVING BOWL MELAMINE 10 INCHES ZHN C03510","HOUSEWARE & KITCHENWARE",343.5
204533,"SPORTS BOTTLE INSULATED 800ML HCVB2235","HOUSEWARE & KITCHENWARE",2795
77125,"OREO VANILLA COOKIES 154G  16",SUPERMARKET,36.99
89936,"LITTLE FRIEND MORAL STORIES LEVEL2 ST224",STATIONERY,12.9
74425,"SENAC RED NON ALCOHOLIC COMMUNION WINE 1L 12",SUPERMARKET,1007.76
87939,"ENA PA LIGHT MEAT TUNA IN SOYA OIL CHUNK 160G  24",SUPERMARKET,692.67
53067,"DECORATION SHINNING MIX DESIGN","HOME DECOR & TEXTILES",2.7
64794,"GOMETS GUMDROPS 100G  30",SUPERMARKET,279.8
50998,"SERVING TRAY MELAMINE 15 INCHES ZHN A32015","HOUSEWARE & KITCHENWARE",27.9
51285,"ORIGINAL CHOICE DELUXE MALT WHISKY 750ML 12",SUPERMARKET,52.99
98587,"FANYOGO PLAIN POUCH 180G 20",SUPERMARKET,59.9
97344,"SATNAM INSECT REPELLENT HOOK COLOURED 100G  120",SUPERMARKET,11.29
99602,"ENA PA NONDAIRY CREAMER 20G 200",SUPERMARKET,37.8
95690,"AMALFI  BATH  SHOWER GEL LOVE  750ML  16",SUPERMARKET,419.86
95821,"AMALFI  DEO ROLLON  INFINITI 50ML  12",SUPERMARKET,219.89
98304,"EL OLIVERAL EXTRA VIRGIN OLIVE OIL 250ML 12",SUPERMARKET,56.99
00362,"ZWAN BEEF LUNCHEON MEAT 200G 12",SUPERMARKET,591.84
101759,"EL OLIVERAL POMACE EXTRA VIRGIN OLIVE OIL 500ML12",SUPERMARKET,1199.9
119648,"MUTLU BIG ELBOW 400G  20",SUPERMARKET,142.89
118282,"FARAGELLO GOLD APPLE NECTAR  BOTTLE 250ML  24",SUPERMARKET,575.52
117262,"DOMS COLOURED ERASERS 20PCS 7246",STATIONERY,34.5
117592,"FLOOR MAT 38X58CM ASTD JSMA020","HOME DECOR & TEXTILES",98.7
117854,"DISH RACK 16  WTRAYUTENSILMUG HOLDER DD2204","HOUSEWARE & KITCHENWARE",149
113656,"TOLSEN HAND TOOL SET 6PCS INSULATED V83306","HARDWARE & BUILDING MATERIAL",429
115785,"GLADE AEROSOL BLOOMING PEONY  CHERRY 300ML  12",SUPERMARKET,139.96
112278,"KNIFE SET 6PCS 226CM 0560 YWU","HOUSEWARE & KITCHENWARE",9.9
114371,"SHINE CRYSTAL TEASPOONS 50PCS  50",SUPERMARKET,279.65
126217,"AIRPRO AFRESHNER ORGANIC CAN WILD SBERRY 42G  24",SUPERMARKET,919.77
120364,"BOWL 3PCS SET BOROSILICATE  HBG301","HOUSEWARE & KITCHENWARE",1668
123399,"MIRROR FRAME 2362X2362X236 STELGLASMDF AM 211","HOME DECOR & TEXTILES",698
120921,"AWAKE MINERAL WATER 330ML 15",SUPERMARKET,5.37
138587,"HAYHAY CARAMEL 12 X 48  10G  576",SUPERMARKET,1.79
134290,"FLOOR WIPER WHANDLE PAREX 55CM 1909893","HOUSEWARE & KITCHENWARE",708
135822,"SERVING TRAY MELAMINE 16 INCHES FEILU 882165","HOUSEWARE & KITCHENWARE",590.7
138162,"CUSHION FILLER 45X45CM 450G","HOME DECOR & TEXTILES",149.7
136725,"EVERPACK PARTY TIME FLEX STRAW WRAPPED 6MM   50",SUPERMARKET,163.99
132390,"GIFT WRAP PAPER SLIVERGOLDPINK 70X100CM LXX3191","TOYS AND ENTERTAINMENT",51.8
131240,"TOOTHBRUSH CHILDREN WBLISTER CARD 46082","TOYS AND ENTERTAINMENT",83.7
132889,"SERVING BOWL MELAMINE 8 INCHES FEILU 1878","HOUSEWARE & KITCHENWARE",64.5
148565,"PERLA ACTIVE LEMON DRINK  500ML 12",SUPERMARKET,28.72
148572,"WATER BOTTLE  800ML PLASTIC SNOWMAN DESIGN  YWU","HOUSEWARE & KITCHENWARE",499
14723,"EASY MOUZOO GUAVA JUICE GLASS BOTTLE 250ML  24",SUPERMARKET,527.52
147322,"CURTAIN WGROMMET BLUE 54X90 02PA6642C","HOME DECOR & TEXTILES",1188
148860,"BACKPACK KIDS MIX COLOR 24X35X11CM",LUGGAGE,2193
148113,"CURTAIN WGROMET EMB JACQ GREEN 02PA6800C","HOME DECOR & TEXTILES",595
142898,"AIRPRO AIRFRESHENER ESSENTIALS DREAMY LAV 9ML  96",SUPERMARKET,374.85
157173,"GLASS BOTTLE WFLIP TOP WNECK 1000ML YWU","HOUSEWARE & KITCHENWARE",56.7
155175,"MSTA COLOURED PENCIL SEA SET 20PCS 268466",STATIONERY,207
155626,"SERVING BOWL MELAMINE 10 INCHES FEILU 30110","HOUSEWARE & KITCHENWARE",49.98
153771,"FABER CASTELL WRITING CLIP BOARD 173601",STATIONERY,27.9
154746,"VILEDA GLOVE SENSITIVE LARGE 166753","HOUSEWARE & KITCHENWARE",34.9
156704,"PHOTO FRAME 23X26CM","HOME DECOR & TEXTILES",89
156949,"BATH MAT WHITE 50X80CM BM238","HOME DECOR & TEXTILES",118
150636,"TATTOO SET LX0421562","TOYS AND ENTERTAINMENT",375.2
149942,"HELLMANNS REAL MAYONNAISE JAR  600G    12",SUPERMARKET,329.97
151222,"COMB OVAL BRUSH  DESIGN","HOME DECOR & TEXTILES",139.3
153483,"PUSH PINS TRANSPARTENT COLOUR 50CT SAYA SSYPP52",STATIONERY,0
149075,"MINIMIE INSTANT NOODLES SLURRY CHICKEN 70G  40",SUPERMARKET,10.77
149288,"CERES NECTAR CARRIB CRUSH JUICE DRINK 1L 12",SUPERMARKET,2207.52
149298,"WALL CLOCK 30X30X4CM 211099","HOME DECOR & TEXTILES",150
166004,"SO FRESH MANGO FRUIT JUICE 1L 6",SUPERMARKET,450.33
164407,"WATER BOTTLE INSULATED 1000 KOOL RIDER","HOUSEWARE & KITCHENWARE",42.9
166546,"WATER BOTTLE 1370ML PNP3316TH7","HOUSEWARE & KITCHENWARE",99
165497,"MENS SEMI CASUAL SLIPPER SHOES HNN","GARMENTS AND FOOTWEAR",139
163074,"CURTAIN JACQUARD 54X90GREY  DR2405","HOME DECOR & TEXTILES",398
159521,"BABY SWIMMING BOAT MIX DESIGN 65CM","TOYS AND ENTERTAINMENT",87.8
160466,"TUMBLER GLASS 6PCS SET 270ML G25005 LTREND","HOUSEWARE & KITCHENWARE",39.9
175128,"PEGS 24PCS SET PLASTIC EVERPACK H338","HOUSEWARE & KITCHENWARE",7.9
174242,"UNIMAX ULTRON BALLPEN SET 5PC BLCK 10MM FBU2XBK58",STATIONERY,47.7
174336,"PILOT ROLLER BALL PEN GRIP LIQUID 10 B BLNVBG10B",STATIONERY,311.88
174340,"PILOT BALL PEN LINER BLACK 10 BLVB10B",STATIONERY,311.88
169969,"SAFETY BOOTS WITH STEEL TOE 704 BLACK MYQ91883","HARDWARE & BUILDING MATERIAL",299
179799,"DUSTPAN PICKER FOLDABLE PLASTIC 3008","HOUSEWARE & KITCHENWARE",34.9
179803,"FURY CHOCOLATE WAFERS 15G  30",SUPERMARKET,3.98
179884,"14X14CM CAKE BOX",SUPERMARKET,52.8
179892,"KIDS SOCCER STRESS BALL PU 75CM","TOYS AND ENTERTAINMENT",10.9
179704,"MSTA COLOURED PENCIL F24 DRUM 301965",STATIONERY,118
177948,"MY ACTIVITY SERIES ALPHABDICTIONARY 32PGS 22X28CM",STATIONERY,287.3
179193,"BOW  ARROW TOY 41CM  OPP YW","TOYS AND ENTERTAINMENT",10.9
176431,"KIDS JEEP TOY WLIGHT","TOYS AND ENTERTAINMENT",20.9
179226,"SCHOOL NAME STICKER 175X25CM 10 OPP YW",STATIONERY,102.7
18413,"MCVITIES DIGESTIVE BISCUIT 250G 24",SUPERMARKET,43.99
183615,"DINNER SPOON 6PCS 295DS","HOUSEWARE & KITCHENWARE",24.9
183318,"VEGETABLE PEELER PLASTIC BG263","HOUSEWARE & KITCHENWARE",541.8
194873,"MOP BUCKET WMOP STEEL 0202","HOUSEWARE & KITCHENWARE",209
194899,"COOKING TOOL 2PCS SET SILICONE ZHN ST02","HOUSEWARE & KITCHENWARE",6.9
194962,"LADLE SLOTTED SPOON SILICONE ZHN HR22PC20DS","HOUSEWARE & KITCHENWARE",8.9
194659,"CERAMIC MUG 500ML MB342","HOUSEWARE & KITCHENWARE",245.1
192507,"STRAINER WDENSE HOLES HANDLE SS TYDBDJMS24CM","HOUSEWARE & KITCHENWARE",229
192692,"GIFT BAG 24X345X10 KJ051913","TOYS AND ENTERTAINMENT",164.89
189897,"DOVES ADVANCE CARE ROLL ON ORIGINAL 72HRS 50ML 6",SUPERMARKET,287.88
192235,"DRAINA COLANDER 6 HL0135DC","HOUSEWARE & KITCHENWARE",3.9
200771,"SKYBAGS SUITCASE 8W STR E55 ASS COLOUR GENESIS",LUGGAGE,399
200828,"FRYING PAN 28CM FALU ZHNBAROLY 600428","HOUSEWARE & KITCHENWARE",2967
197760,"FUFU BOWL 9INCHES CERAMIC WHITE SB009WB","HOUSEWARE & KITCHENWARE",538.2
24751,"LISTERINE ANTIBACTERIAL MOUTHWAS STAYWHITE 500ML 6",SUPERMARKET,449.94
49017,"CERES CRANBERRY  KIWI JUICE 1L  12",SUPERMARKET,539.88
22068,"MENTOS CHEWY DRAGEES FRUIT 14 PCS 24 ROLLS X 8 192",SUPERMARKET,10.49
202550,"FROSTED PLATE 11 19066","HOUSEWARE & KITCHENWARE",625.8
76435,"COSMETIC MIRROR",SUNDRY,59
81504,"DOLAIT NATURAL YOGHURT STRAWBERRY 200G 1",SUPERMARKET,15.49
88047,"FOOTBALL STAND 90X60X80CM","SPORTS & FITNESS",239
71811,"TITOS SARDINES IN VEGETABLE OIL 125G   50",SUPERMARKET,10.99
68762,"FISHERMANS FRIEND GOLD LOZENGES  24",SUPERMARKET,144.95
70623,"GINO PEPPER  ONION TOMATO SEASONING MIX 60G  50",SUPERMARKET,203.98
91811,"BIG BOSS GATEAU ORIGINAL READY TO EAT CAKE 16G 48",SUPERMARKET,1.29
91998,"MAGIC CUBE PUZZLE LX0540890","TOYS AND ENTERTAINMENT",45.8
92201,"JUVER SELECCION  ORANGE  NARANJA  200ML 24",SUPERMARKET,307.78
97471,"KOKO DAIRY FREE UNSWEETENED DRINK 1L  6",SUPERMARKET,299.94
92373,"BUTTER TOFY HONEY 350G  10",SUPERMARKET,39.99
95406,"FANTA LEMON PET 300ML 12",SUPERMARKET,19.47
96163,"PAPILION TROPICAL WET TOWELS 72SHEETS WITH CAP  24",SUPERMARKET,35.98
05145,"PARIDOX ALATA SAMINA BSGEL COCOA  HARD 500ML 20",SUPERMARKET,307.93
07029,"CORONA EXTRA BEER 355ML 24",SUPERMARKET,695.76
102969,"BELAIR AIR FRESHENER BAKHOUR 150ML  36",SUPERMARKET,191.84
104363,"NESTLE CERELAC WHEAT WITH MILK 300G  12",SUPERMARKET,351.89
112575,"RUG COTTON 50X80CM ASSORTED","HOME DECOR & TEXTILES",269.4
114753,"FRICTION JEEP TOY 120 BLACK MT489936","TOYS AND ENTERTAINMENT",285
134176,"BEBE IMPROVED BABY DIAPERS MED 40",SUPERMARKET,91.99
138789,"COLOUR PENCIL HALF SIZE 12SHADTIN PACKDOMS 8721",STATIONERY,14.9
138796,"BUMBLE DIAPERS JUMBO N6 XLARGE 42PCS 4",SUPERMARKET,225.99
131128,"SPONGE MULTIPURPOSE ESFRELUX 4PCS 0010765","HOUSEWARE & KITCHENWARE",2.9
131236,"TEETHER EVA WATER FILLED 45507","TOYS AND ENTERTAINMENT",18.9
131521,"GOODYS SPICY HOT SHITO 165G 12",SUPERMARKET,599.85
148911,"EXQUISITE TOOL 9PCS","HARDWARE & BUILDING MATERIAL",71.8
148814,"CAKE BOARD ROUND 10PCS GOLDSILVER 3MM 35CM YWU","HOUSEWARE & KITCHENWARE",1524.9
148849,"CUP CAKE STAND 5TIER GOLDSILVER YWU","HOUSEWARE & KITCHENWARE",14.9
144906,"IRONING BOARD CARLOS 35X113CM 2051","HOUSEWARE & KITCHENWARE",299
154898,"WATER BOTTLE INSULATED PP 600 PURO WAVE","HOUSEWARE & KITCHENWARE",32.9
155320,"CARPET FELT SQ YARD BLACK DARKBLUE DZ002SG04 BDB","HOME DECOR & TEXTILES",65
155324,"CARPET FELT SQ YARD TH GREY DZ002SH07 THG","HOME DECOR & TEXTILES",65
154734,"VILEDA DUSTPAN LONG HAND BIG MOUTH 169339","HOUSEWARE & KITCHENWARE",149
153367,"CLASSIC SLIP ON SHOE HMD","GARMENTS AND FOOTWEAR",298
151517,"GALAXY CONCEPT MIST OLYMPIQUE  250ML 12",SUPERMARKET,367.92
151565,"GALAXY CONCEPT SPRAY  KNOCKOUT 200ML 12",SUPERMARKET,31.99
149440," LAV STEMWARE 3PCS SET LVMIS535A","HOUSEWARE & KITCHENWARE",349.3
150448,"CURTAIN W8 GROMENT BURGUNDY 54X90 BLK11","HOME DECOR & TEXTILES",545
152114,"SHORT HAND NOTE BOOK ABB",STATIONERY,106.8
164280,"MCBERRY RETRO MARBLE COOKIES W CHOCOLATE 18G 144",SUPERMARKET,19.62
162301,"CAKE SERVER SS WOOD HANDLE ILC MC730432 RJK","HOUSEWARE & KITCHENWARE",457.7
162321,"MASON JAR 480ML GLASS FRUIT DESIGN YWU","HOUSEWARE & KITCHENWARE",38.97
162537,"ABOVE WOMEN INTIMATE DEODORANT 100ML 12",SUPERMARKET,404.91
162691,"DINNER PLATE MELAMINE 10 INCHES FEILU 781051","HOUSEWARE & KITCHENWARE",50.7
159777,"TOYS MOVING PLASTIC","TOYS AND ENTERTAINMENT",674.1
175390,"MUNCHEE MORNING DELIGHT BANANA BISCUIT 22G  72",SUPERMARKET,8.34
174304,"PILOT BALL PEN BLACK MEDIUM BINK BP1MBINED",STATIONERY,47.88
174319,"PILOT ROLLER BALL RANGE LIZARD BINK BLMR27LZDB",STATIONERY,3348
168739,"CURTAIN P VELVET EMBOSSED 54X84 25YB7","HOME DECOR & TEXTILES",1749
169872,"STIRER LADLE WWOOD HANDLE STEEL PEAR AB2775","HOUSEWARE & KITCHENWARE",39.8
168945,"COOKING POT 24CM 3MM BLK FALU BAROLY 851124 RJK","HOUSEWARE & KITCHENWARE",1095
179871,"FOCUS ICY BALL PEN 1MM 17609BC",STATIONERY,274.8
182224,"FABER CASTELL MATH SET GEOMETRY BOX SPHERE 167313",STATIONERY,259
180242,"STYLE UP MENTHOLATED BAR SOAP 125G  36",SUPERMARKET,324.75
178068,"BATHROOM SET 4PCS BLACKWHITEGREY YWU","HOUSEWARE & KITCHENWARE",845
179168,"PLAYING CARD 88X59CM","TOYS AND ENTERTAINMENT",5.99
178485,"BARCODE 254X508MM",SUPERMARKET,3.48
178672,"CURTAIN JAC GROMET BROWN 54X90 02PA7154E","HOME DECOR & TEXTILES",774
178674,"BATHROOM SET 180X180CM 01BS0230","HOME DECOR & TEXTILES",89
187665,"LINK UP W3PCS SET 44X25CM","HOME DECOR & TEXTILES",654
187062,"CHILDREN DINNER SET 6PCS PLASTIC 8332","HOUSEWARE & KITCHENWARE",792
183394,"BAUDUCCO ORIGINAL COOKIES 60G 24",SUPERMARKET,9.99
183447,"PEELER WITH SSWOOD HANDLE ZHN 0934","HOUSEWARE & KITCHENWARE",29.7
183505,"CUP MELAMINE ZHN 2360","HOUSEWARE & KITCHENWARE",29.7
183508,"ICE CHEST 45LTR PROXON SPORTS SERIES TPX2062","HOUSEWARE & KITCHENWARE",849
183524,"WATER BOTTLE PICCOLO 1000ML PHY G1030","HOUSEWARE & KITCHENWARE",3174
184458,"CONTAINER 3PCS SET RND 123L PLASTIC HL70001TC12","HOUSEWARE & KITCHENWARE",199.2
184461,"CONTAINER 4PCS RND PTD 1235L PLASTIC HL70002TCP12","HOUSEWARE & KITCHENWARE",149.7
184607,"FUFU BOWL 8 CERAMIC STKLT SK06 RJK","HOUSEWARE & KITCHENWARE",86.7
184041,"BATH TOWEL SMALL 50X95CM","HOME DECOR & TEXTILES",24.9
192701,"GIFT BAG 125X125X165 TXHZ1110567","TOYS AND ENTERTAINMENT",199.95
189852,"DOVE BABY BAR SOAP SENSITIVE MOISTURE 90G 48",SUPERMARKET,492.71
192350,"RUBBER BAND 40G ID04313",STATIONERY,118.8
190734,"MANICURE 12PCS  SET YWU","HOUSEWARE & KITCHENWARE",1047.9
189658,"3PCS KITCHEN TOWEL SET 43X68CM CP ASSORT MYQ91900","HOME DECOR & TEXTILES",37.9
189659,"2PCS KITCHEN TOWEL SET 40X60CM CP ASSORT MYQ91901","HOME DECOR & TEXTILES",27.9
190994,"3PCS BEDSHEET SET KG SL 240X270CM  WHITE","HOME DECOR & TEXTILES",3021
201900,"PEEVA COCKTAIL CARBONATED SOFT DRINK 350ML 20",SUPERMARKET,2.79
195740,"WESTINGHOUSE PEELER STAINLESS STEEL WCKG0092001","HOUSEWARE & KITCHENWARE",1020.9
196678,"CERES SECRETS OF VALLEY 500ML 10",SUPERMARKET,215.91
31702,"SARA BEEF LUNCHEON MEAT 190G 24",SUPERMARKET,251.82
40552,"HAPPY DELIGHT PINE MANGO  PASSION JUICE  200ML24",SUPERMARKET,53.06
21153,"EVERPACK PARTY TIME PLASTIC CUPS 200CC100PCS  30",SUPERMARKET,12.49
89083,"WOODEN CLIP BOARD",STATIONERY,13.9
76710,"LORENZ NATURALS ROSEMARY CHIPS 100G  12",SUPERMARKET,1223.76
77903,"MOP BUCKET WWHEELS 4L 49X32X28CM YWU","HOUSEWARE & KITCHENWARE",399
87989,"JUVER SELECCION PEAR BOTTLE JUICE  850ML  12",SUPERMARKET,509.88
60596,"GLADE SENSATIONS AIRFRESHNER REFILL HARMONY   12",SUPERMARKET,28.99
53951,"HALLS MENTHOLYPTUS SUGAR FREE CHERRY 32G X 20",SUPERMARKET,279.86
92580,"ABDOMINAL EXERCISE MULTIFUNCTION","SPORTS & FITNESS",149
92668,"FLOOR MAT 38X58CM ASTD JSMA","HOME DECOR & TEXTILES",29.9
92697,"TONG 12CM SSTEEL LX09090 YWU","HOUSEWARE & KITCHENWARE",89.4
98155,"VERNA MINERAL WATER  750ML 16",SUPERMARKET,9.45
93769,"BOSS BAKER READY TO EAT CHOCOLATE COOKIES 30G 72",SUPERMARKET,5.97
95934,"AMALFI  BODY SPRAY INFINITI  200ML   8",SUPERMARKET,37.99
00363,"ZWAN CHICKEN LUNCHEON MEAT 200G 12",SUPERMARKET,303.92
01752,"AIRPRO SCENTED OIL LAVENDER  REFILL  24",SUPERMARKET,1217.79
08477,"HARIBO GIANT STRAWBS 140G154G  12",SUPERMARKET,389.87
100140,"SOUP BOWL 2PCS SET  CERAMIC T103022","HOUSEWARE & KITCHENWARE",438
102947,"FRES SOAP ALOEVERA 75G  72",SUPERMARKET,4.99
104441,"QUERAY HAND SOAP MARINE SPA 500ML  12",SUPERMARKET,62.98
118288,"VAULTEX SIDE PADLOCK 94MM","HARDWARE & BUILDING MATERIAL",55
119311,"REXONA ROLL ON  SHOWER FRESH  50ML  6",SUPERMARKET,183.92
113210,"BROOM WHANDLE BLUE PLASTIC BT168215","HOUSEWARE & KITCHENWARE",89.7
116629,"ENAPA EVAPORATED MILK 160G 24",SUPERMARKET,183.77
110050,"ARTIFICIAL CHRYSANTHEMUM 45CM 9137","HOME DECOR & TEXTILES",39.9
114523,"VEGETABLE PEELER 2MM SAPPHIRE SIDE BG268","HOUSEWARE & KITCHENWARE",451.5
129138,"BEAD SET FOOT SHAPE KIDZ 8751","TOYS AND ENTERTAINMENT",13.9
122218,"AIRPRO  AIRREFRSHENER GEL RIO TROPICA 128G  24",SUPERMARKET,499.8
123893,"SUITCASE POLY 27 GREYTEALMARON VIP HILITE NXT",LUGGAGE,849
120892,"NICHE CHOCOLATE DRINK 180ML 24",SUPERMARKET,6.99
134255,"PICTURE BOOK PENGUINS CANT FLY 1708PFPB",STATIONERY,189
138809,"BUMBLE BABY WET WIPES 120 PCS BABY SCENTED  12",SUPERMARKET,543.83
135853,"FABER CASTELL FABRIC COLOUR 6METALLIC SET 574406",STATIONERY,574.2
135890," FABER CASTELL MARKER MULTI SUPER FINE BLAK 152399",STATIONERY,432
132297,"BREF WC BLOCK POWERACTIVE PINE MONO 10",SUPERMARKET,39.99
147502,"FASHION SLIP ON SHOE HMD","GARMENTS AND FOOTWEAR",129
141658,"COCA COLA ZERO SUGAR CAN 330ML 24",SUPERMARKET,215.76
155146,"FLORA TROLL SMILE UNWRAPPED VIRGIN 10X7  7",SUPERMARKET,38.49
155326,"CARPET FELT SQ YARD JACQ BLUE BLACK DZ0041  BB","HOME DECOR & TEXTILES",95
155864,"SOAP DISPENSER GLASS C00519","HOUSEWARE & KITCHENWARE",49.8
154713,"VILEDA KITCHEN CLOTH SET 3PC ALLPURPOSE 109185","HOUSEWARE & KITCHENWARE",74.7
153858,"MAGAZINE RACK WDESK ORGANISER SY115",STATIONERY,130
149957,"PENCIL CASE ROUNDTRIANGLESQUARE",STATIONERY,1521
151234,"LONG SPATULA PL FRC 2744112","HOUSEWARE & KITCHENWARE",29.9
151354,"CUSHION 450G FILLING ONE SIDE 40X40CM","HOME DECOR & TEXTILES",2484
151545,"GALAXY CONCEPT SPRAY   PASSIONE 200ML 12",SUPERMARKET,31.99
151592,"SOFT  GENTLE DEO  MAGNOLIA HUG  250ML 6",SUPERMARKET,391.41
165477,"DOMS CORRECTION PEN WHITENER 3ML 7727",STATIONERY,8.7
162839,"CURTAIN JACQUARD 54X90 BLUE 268","HOME DECOR & TEXTILES",1393
165562,"EASEL 90CM",STATIONERY,238
161162,"FILLED CUSHION JAQUARD 45X45CMT BLUE DC232233","HOME DECOR & TEXTILES",534
160017,"CONTAINER SQ TALL 4000ml 18X18X17CM PP98011","HOUSEWARE & KITCHENWARE",179.6
159499,"SWIMMING POOL 102MX88CM 57114","TOYS AND ENTERTAINMENT",229
174978,"HEADSHOULDERS SHAMPOO CLASSIC  400ML  6",SUPERMARKET,719.92
174347,"PILOT ROLLERPEN HITECPOINT V10 GRIP BLU BXGPNV10L",STATIONERY,311.88
174523,"DOMS OIL PASTELS 12SHADE 80391",STATIONERY,13.8
174524,"DOMS SPEEDZ KIT 80473",STATIONERY,260
169244,"BROOM WSTICK CARPET GBB17","HOUSEWARE & KITCHENWARE",348.6
169359,"COLORING PAD UNICORN",STATIONERY,144.5
168858,"CHEF KNIFE 75 S2510 RJK","HOUSEWARE & KITCHENWARE",16.9
169984,"SOAP DISPENSER SOLID DIAMOND EH431","HOUSEWARE & KITCHENWARE",4.9
179771,"SOFT  GENTLE DEO MOUNTAIN AIR MENS 250 ML PK6",SUPERMARKET,278.94
186666,"LUNCH BOX WYOGURT CUP PLASTIC RJK YH448","HOUSEWARE & KITCHENWARE",387
186833,"MY CUTE BOARD BOOK",STATIONERY,11.9
184320,"ORGANIZER BOX 4LAYER BAMBOO UR3472","HOUSEWARE & KITCHENWARE",891
184460,"CONTAINER 3PCS SET RND PTD 123L PLASTIC HL70001TCP","HOUSEWARE & KITCHENWARE",328.9
18384,"BABY BOY POWDER MS 180G   4",SUPERMARKET,103.92
184081,"WOK PAN 26CM FALU ZHNBLY 105726","HOUSEWARE & KITCHENWARE",199
194958,"LADLE SLOTTED SPOON SILICONE ZHN HR713","HOUSEWARE & KITCHENWARE",16.9
193128,"TEFAL PEELER K2071814","HOUSEWARE & KITCHENWARE",218
192464,"OYSTER KNIFE WITH WOODEN HANDLE SS HFRY YG KG07 2","HOUSEWARE & KITCHENWARE",338
194709,"SIDE PLATE CERAMIC 8INCHES QW003","HOUSEWARE & KITCHENWARE",9.9
193477,"DOOR MAT RUBBER PP 16MM ASTD 50X80CM","HOME DECOR & TEXTILES",65
192832,"CURTAIN JQ GREY 54X90 PL 253","HOME DECOR & TEXTILES",6783
201904,"PEEVA BOTTLE MINERAL WATER  500ML 20",SUPERMARKET,1.39
30938,"CINDY VIETNAM RICE 5KG 5",SUPERMARKET,474.95
31706,"SARA CHICKEN LUNCHEON MEAT 190G 24",SUPERMARKET,279.8
39547,"AIRPRO SCENTED OIL OCEAN REFILL  24",SUPERMARKET,1217.79
202851,"DINNER PLATE 10INCHES BLACK CERAMIC P60058","HOUSEWARE & KITCHENWARE",12.9
