SHOP_CODE,ITEM_CODE,ITEM_NAME,PRICE,ERP_QTY,DEPT
SPN,120079,"CASA DE CAMPO CHICK PEAS 400G  12",16.99,78,SUPERMARKET
LFS,120084,"CASA DE CAMPO RED KIDNEY BEANS 400G  12",17.99,23,SUPERMARKET
KAS,120089,"HARIBO PICK N MIX FRIED EGGS 3KG X  4",249.99,6,SUPERMARKET
KAS,120091,"HARIBO PICK N MIX HEART THROBS 3KG  4",249.99,3,SUPERMARKET
M04,120102,"NESTLE CEREAL CHEERIOS MULTIGRAIN 390G  6",70.99,9,SUPERMARKET
SPN,120126,"LED WALL LIGHT PLAIN FLOWER SQUARE 3008",119,6,"HOME DECOR & TEXTILES"
TMP,120128,"LED WALL LIGHT PLAINBLACK 3003",129,1,"HOME DECOR & TEXTILES"
TMP,120146,"LED CHANDELIER CRYSTALS G1801",599,2,"HOME DECOR & TEXTILES"
KS7,120164,"EVEREADY BATTERY AA RED BP4",11,3,"ELECTRICAL APPLIANCES"
ADB,120166,"EVEREADY LED PLASTIC TORCH LIGHT C2D",35,15,"ELECTRICAL APPLIANCES"
TMP,120167,"EVEREADY LED PLASTIC TORCH LIGHT 2AA",26,10,"ELECTRICAL APPLIANCES"
FAR,120167,"EVEREADY LED PLASTIC TORCH LIGHT 2AA",26,12,"ELECTRICAL APPLIANCES"
M04,120188,"VALEA VINURI CABERNET RED SEMI SWEET WINE  13 6",114.99,2,SUPERMARKET
LFS,120210,"INFUSER BOTTLE 500ML PLASTIC 2681IF",24.9,8,"HOUSEWARE & KITCHENWARE"
LFS,120273,"MARILAN CLASSIC MILK BISCUITS 350G  24",19.99,17,SUPERMARKET
KS7,120273,"MARILAN CLASSIC MILK BISCUITS 350G  24",19.99,35,SUPERMARKET
KS7,120315,"SONY SOUNDBAR HTS100F",1599,1,"ELECTRONICS & TELECOM"
MSS,120331,"SNOWFLAKE BAKING AIDS CUSTARD POWDER 250G  12",24.99,6,SUPERMARKET
MSS,120374,"NASCO SPEAKER PORTABLE NSAUDHC02",375,2,"ELECTRONICS & TELECOM"
GBA,120378,"FREEDOM BOTTLE BEER 330ML 24",10.99,159,SUPERMARKET
M04,120415,"3TOL ANTISEPTIC LIQUID 250ML   24",17.99,13,SUPERMARKET
KS7,120418,"DRESSING MIRROR ALUM 14540 D08",549,-1,"HOME DECOR & TEXTILES"
LFS,120460,"CELLO PET BOTLLE TAG 1000",19.9,6,"HOUSEWARE & KITCHENWARE"
SPN,120477,"SELADELS PEPPERONI SAUSAGE 500G 1",43.99,39,SUPERMARKET
MDN,120587,"TV STAND 65  RA2002 18MT",1949,1,FURNITURE
KS7,120599,"WARDROBE 10D NEW MURANO 83530132108",5490,1,FURNITURE
ACH,120622,"TV UNIT W3 DRAWER HTI521HGF003",4479,2,FURNITURE
MSS,120675,"ENSURE  VANILLA DRINK 237ML 24",40.99,2,SUPERMARKET
LFS,120677,"KIRKLAND SOYMILK VANILLA DRINK 946ML 12",55.99,14,SUPERMARKET
M03,120678,"WELCH JELLIES MIXED FRUIT 227G 90",4.99,1,SUPERMARKET
LFS,120690,"WESTINGHOUSE ROBOT VACUUM CLEANER WFVCR290BK",2135,1,"ELECTRICAL APPLIANCES"
TMP,120702,"WESTINGHOUSE CURLING IRON 1 CERAMIC WH1124",235,3,"ELECTRICAL APPLIANCES"
KCS,120711,"TEA TREE CLEANSING WIPES TWIN PACK 25S  12",28.99,7,SUPERMARKET
M04,120711,"TEA TREE CLEANSING WIPES TWIN PACK 25S  12",28.99,8,SUPERMARKET
FAR,120743,"DELIKASS TURKEY SLICE  200G 20",72.99,11,SUPERMARKET
LFS,120808,"JAMAA DETERGENT 850G  10",23.99,11,SUPERMARKET
MDN,120808,"JAMAA DETERGENT 850G  10",23.99,4,SUPERMARKET
SPN,120846,"CUSSONS BABY WIPES MILD  GENTLE 80 SHEETS  24",23.99,17,SUPERMARKET
ADB,120847,"CUSSONS BABY WIPES SOFT  SMOOTH 80 SHEETS  24",23.99,6,SUPERMARKET
MDN,120852,"PERSIL POWDER DETERGENTS NONBIO 15KG  4",143.99,1,SUPERMARKET
MAS,120892,"NICHE CHOCOLATE DRINK 180ML 24",6.99,33,SUPERMARKET
MSS,120906,"LED WALL LIGHT 5W TRIANGLE WHITE",69,4,"HOME DECOR & TEXTILES"
M03,120917,"PEACOCK THAI RICE 5KG  5",209.99,16,SUPERMARKET
FAR,121016,"MIDEA WASHING MACHINE TT 7KG WHITE MT100W70WGH",2849,1,"ELECTRICAL APPLIANCES"
LFS,121024,"CHESS BOARD GAME 56410",109,1,"TOYS AND ENTERTAINMENT"
TMP,121034,"TANGRAM 4YRS 04421",59,1,"TOYS AND ENTERTAINMENT"
MAS,121034,"TANGRAM 4YRS 04421",59,5,"TOYS AND ENTERTAINMENT"
ACH,121039,"MEMORY CARD GAME  PROFESSIONS 3YRS 50954",38.9,3,"TOYS AND ENTERTAINMENT"
HAA,121042,"PLAYING WCAPITAL LETTERS 32PCS 3YRS 52698",38.9,2,"TOYS AND ENTERTAINMENT"
LFS,121062,"KIDS SWING PLANE 09345",899,1,"TOYS AND ENTERTAINMENT"
LFS,121175,"FRIBOI TENDERLOIN 45LB CHAIN OFF PER KG",369.99,15.5,SUPERMARKET
LFS,121182,"1953 SHORT RIB WINDOW65KGUP PER KG",179.99,8.24,SUPERMARKET
FAR,121190,"FRIBOI TENDERLOIN CHAIN ON 45 LB PER KG",319.99,3.815,SUPERMARKET
SPN,121197,"WARDROBE 6D 4DRW ALMONDOFF WHIT GUARUJA 64720140",4690,2,FURNITURE
KS7,121305,"DUSSE VSOP COGNAC 40 75CL 6",1249.99,4,SUPERMARKET
LFS,121309,"ONE  YOGO SUGAR FREE  YOGHURT 2L 1",114.99,3,SUPERMARKET
HAA,121311,"VARTA BATTERY HIGH ENERGY AA BLISTER  8",100,48,"ELECTRICAL APPLIANCES"
HAA,121312,"VARTA BATTERY LONGLIFE POWER AA BLISTER 4",56,52,"ELECTRICAL APPLIANCES"
MSS,121314,"VARTA BATTERY LONGLIFE POWER AAA BLISTER 4",56,4,"ELECTRICAL APPLIANCES"
HAA,121316,"VARTA BATTERY LONGLIFE POWER D BLISTER 2",104,4,"ELECTRICAL APPLIANCES"
SPN,121317,"VARTA BATTERY LONGLIFE POWER 9V BLISTER 1",75,14,"ELECTRICAL APPLIANCES"
LFS,12132,"SHINE BLACK GLOVES LARGE 100PCS  10",72.99,7,SUPERMARKET
M04,12132,"SHINE BLACK GLOVES LARGE 100PCS  10",72.99,1,SUPERMARKET
ACH,121320,"VARTA BATTERY SUPERLIFE AAA BLISTER 4",42,2,"ELECTRICAL APPLIANCES"
MAS,121336,"VARTA BATTERY LITHIUM CR2 BLISTER 1",77,8,"ELECTRICAL APPLIANCES"
TMP,12139,"ROMAR WASHING GEL WHITE CLOTH 15L 9",72.99,14,SUPERMARKET
FAR,12139,"ROMAR WASHING GEL WHITE CLOTH 15L 9",72.99,10,SUPERMARKET
KS7,12139,"ROMAR WASHING GEL WHITE CLOTH 15L 9",72.99,8,SUPERMARKET
FAR,121430,"BISTRO BELGIQUE FRENCH FRIES STRAIGHT 9X9 25KG 4",114.99,50,SUPERMARKET
MSS,121453,"LED CHRISTMAS LIGHT STAR DESIGN 63662",169,19,"HOME DECOR & TEXTILES"
KAS,121561,"MUSHROOMS WHITE BUTTONS PUNNET 250G",71.99,-1,SUPERMARKET
M03,121562,"ASPARAGUS 200G  10",169.99,2,SUPERMARKET
LFS,121623,"PICK  MIX CANDIES KG",249.99,291.106,SUPERMARKET
MSS,121623,"PICK  MIX CANDIES KG",249.99,117.885,SUPERMARKET
KCS,121623,"PICK  MIX CANDIES KG",249.99,63.15,SUPERMARKET
MDN,121623,"PICK  MIX CANDIES KG",249.99,-21.73,SUPERMARKET
MAS,121627,"BLUE DIAMOND ALMOND BREEZE VANILLA UNSWEETE 1L 6",85.99,1,SUPERMARKET
M05,121641,"BAYARA SOUK FIGS DRIED JUMBO 10KG",449.99,9.91,SUPERMARKET
ACH,121644,"BAYARA SOUK RAISINS BROWN MEDIUM 1KG",149.99,4.155,SUPERMARKET
SPN,121647,"BAYARA SOUK MANGO SLICED 1KG",224.99,6.468,SUPERMARKET
HAA,121649,"BLUE DIAMOND ALMOND BREEZE ORIGINAL UNSWEETE 1L 6",85.99,1,SUPERMARKET
KAS,121653,"BAYARA SOUK EXOTIC COCKTAIL MIX 2KG",204.99,2.19,SUPERMARKET
M04,121653,"BAYARA SOUK EXOTIC COCKTAIL MIX 2KG",204.99,7.41,SUPERMARKET
KCS,121654,"BAYARA SOUK DRIED MIXED FRUITSNUTS 2KG",349.99,2.165,SUPERMARKET
M04,121654,"BAYARA SOUK DRIED MIXED FRUITSNUTS 2KG",349.99,1.31,SUPERMARKET
LFS,121655,"BAYARA SOUK TRAIL MIX 2KG",299.99,2.371,SUPERMARKET
FAR,121655,"BAYARA SOUK TRAIL MIX 2KG",299.99,5.526,SUPERMARKET
LFS,121657,"BAYARA SOUK ALMONDS BLANCHED JUMBO 1KG",429.99,.001,SUPERMARKET
MSS,121658,"ENTERTAINMENT UNIT NOGAL TRENDOFF WHITE NT1025",1449,1,FURNITURE
SPN,121663,"BAYARA SOUK BRAZIL NUTS PREMIUM 2KG  10",999.99,12.057,SUPERMARKET
LFS,121665,"BAYARA SOUK CASHEWS MEDIUM 1KG",459.99,21.975,SUPERMARKET
ACH,121665,"BAYARA SOUK CASHEWS MEDIUM 1KG",459.99,29.79,SUPERMARKET
M04,121665,"BAYARA SOUK CASHEWS MEDIUM 1KG",459.99,18.055,SUPERMARKET
LFS,121671,"BAYARA SOUK MACADAMIA NUTS 1KG",899.99,5.28,SUPERMARKET
M05,121682,"BAYARA SOUK RED KIDNEY BEANS 5KG",99.99,6.945,SUPERMARKET
M04,121685,"BAYARA SOUK CHANA DAL 5KG",59.99,6.685,SUPERMARKET
KCS,121690,"BAYARA SOUK OATS 1KG",64.99,2.945,SUPERMARKET
FAR,121692,"BAYARA SOUK TOOR DAL 5KG",84.99,5.952,SUPERMARKET
FAR,121693,"BAYARA SOUK GREEN MOONG WHOLE 5KG",74.99,.859,SUPERMARKET
MSS,121693,"BAYARA SOUK GREEN MOONG WHOLE 5KG",74.99,-1.855,SUPERMARKET
M03,121694,"BAYARA SOUK MOONG SPLIT 5KG",79.99,-.355,SUPERMARKET
LFS,121698,"BAYARA SOUK CHIA SEEDS 1KG",144.99,10.084,SUPERMARKET
SPN,121699,"BAYARA SOUK FLAXSEED 1KG  10",59.99,29.628,SUPERMARKET
M03,121699,"BAYARA SOUK FLAXSEED 1KG  10",59.99,-2.31,SUPERMARKET
SPN,121700,"BAYARA SOUK QUINOA WHITE 1KG",149.99,3.848,SUPERMARKET
ACH,121702,"BAYARA SOUK JUMBO SALTED ALMONDS 2KG",399.99,4.755,SUPERMARKET
KAS,121703,"BAYARA SOUK CASHEW CHEESE JUMBO 2KG 2",469.99,-.17,SUPERMARKET
KCS,121704,"BAYARA SOUK CASHEWS CHILLI JUMBO 2KG",469.99,1.92,SUPERMARKET
KAS,121705,"BAYARA SOUK CASHEWS SALTED MEDIUM 2KG",449.99,1.355,SUPERMARKET
FAR,121705,"BAYARA SOUK CASHEWS SALTED MEDIUM 2KG",449.99,1.908,SUPERMARKET
M04,121708,"BAYARA SOUK CORN CHILLI PREMIUM 2KG",264.99,1.36,SUPERMARKET
M03,121708,"BAYARA SOUK CORN CHILLI PREMIUM 2KG",264.99,1.275,SUPERMARKET
M05,121710,"BAYARA SOUK PISTACHIOS SALTED JUMBO 5KG",524.99,3.865,SUPERMARKET
ACH,121720,"BAYARA SOUK CORIANDER WHOLE 5KG",99.99,5,SUPERMARKET
SPN,121725,"BAYARA SOUK PAPRIKA POWDER 5KG",119.99,3.18,SUPERMARKET
M05,121733,"BAYARA SOUK MADRAS CURRY POWDER 5KG",89.99,5.085,SUPERMARKET
ACH,121733,"BAYARA SOUK MADRAS CURRY POWDER 5KG",89.99,6.788,SUPERMARKET
KAS,121737,"BAYARA SOUK TURMERIC POWDER 5KG",109.99,3.265,SUPERMARKET
LFS,121825,"CLOTHES PEG SET 12PCS RAPID",9.9,4,"HOUSEWARE & KITCHENWARE"
KS7,121826,"CLOTHES PEG SET 12PCS MEGA",12.9,16,"HOUSEWARE & KITCHENWARE"
M04,121895,"TONITTO ICE CREAM CONE 1 BOX 24 PCS",5.99,31,SUPERMARKET
MSS,121936,"3PCS BEDSHEET SET SL QN 150X20030CM ASRTD",139,6,"HOME DECOR & TEXTILES"
FAR,121937,"3PCS BEDSHEET SET SL KG 180X20030CM ASRTD",159,11,"HOME DECOR & TEXTILES"
MSS,121939,"3PCS BEDSHEET SET PR QN 150X20030CM ASRTD",149,7,"HOME DECOR & TEXTILES"
LFS,121946,"3PCS BEDSPREAD SET PR KG 220X240CM ASRTD",279,-10,"HOME DECOR & TEXTILES"
TMP,121946,"3PCS BEDSPREAD SET PR KG 220X240CM ASRTD",279,43,"HOME DECOR & TEXTILES"
HAA,121946,"3PCS BEDSPREAD SET PR KG 220X240CM ASRTD",279,2,"HOME DECOR & TEXTILES"
MSS,121967,"BOTTLE WATER WSTL LID SET 3P RYEA 900ML 2676X3",9.9,1,"HOUSEWARE & KITCHENWARE"
MSS,121969,"CARPET 160X230CM PP KILIM COLLECTION M563210",169,1,"HOME DECOR & TEXTILES"
M05,122003,"DOLAIT PINA COLADA  DRINKING YOGURT 200ML 10",9.99,9,SUPERMARKET
MSS,122007,"MIDEA LED BULB A 5W B22 COOL 6500K MDLBUA4505W",5.25,50,"ELECTRICAL APPLIANCES"
TMP,12205,"ELLEVIRE CHERRY DAIRY DESSERT 4X125G 6",64.99,10,SUPERMARKET
LFS,122089,"NESCAFE ORIGINAL DECAF 95G  6",89.99,3,SUPERMARKET
SPN,122090,"MIDEA LED BULB A 9W E27 WARM3000K MDLBUA6009WE27",8.25,46,"ELECTRICAL APPLIANCES"
MSS,122090,"MIDEA LED BULB A 9W E27 WARM3000K MDLBUA6009WE27",8.25,35,"ELECTRICAL APPLIANCES"
KS7,122106,"MIDEA LED PANEL LIGHT 20W WARM MDLPR20W3000K",55,10,"ELECTRICAL APPLIANCES"
MAS,122216,"AIRPRO AIRFRSHNER ORGCAN SWEET PINEAPPLE 42G  24",39.99,9,SUPERMARKET
KCS,122216,"AIRPRO AIRFRSHNER ORGCAN SWEET PINEAPPLE 42G  24",39.99,10,SUPERMARKET
SPN,122217,"AIRPRO TOUCH SPRAY AIRFRSHNER FRVANILLA 36ML 6",36.99,31,SUPERMARKET
MSS,122217,"AIRPRO TOUCH SPRAY AIRFRSHNER FRVANILLA 36ML 6",36.99,1,SUPERMARKET
M04,122218,"AIRPRO  AIRREFRSHENER GEL RIO TROPICA 128G  24",24.99,8,SUPERMARKET
KAS,122219,"AIRPRO AIRFRSHNER ORG CAN CHERRY LUCIOUS 42G 24",39.99,10,SUPERMARKET
ACH,122219,"AIRPRO AIRFRSHNER ORG CAN CHERRY LUCIOUS 42G 24",39.99,34,SUPERMARKET
M04,122220,"MAXIM STAIN REMOVER 45L  5",109.99,1,SUPERMARKET
SPN,122223,"PARIDOX SKIN ACTIVE BODY LOTION 250ML  30",30.99,8,SUPERMARKET
LFS,122225,"GREENWORLD BAMBU AFRESHNER  SWEET 100ML 12",81.49,15,SUPERMARKET
LFS,122249,"BABY BIB 6PCS SET COTTON FN210915",79,47,"GARMENTS AND FOOTWEAR"
MAS,122265,"LAV WINE GLASS MIS535A",59,6,"HOUSEWARE & KITCHENWARE"
FAR,122265,"LAV WINE GLASS MIS535A",59,-4,"HOUSEWARE & KITCHENWARE"
FAR,122276,"SHELL SPOON",59,33,"HOUSEWARE & KITCHENWARE"
ACH,122276,"SHELL SPOON",59,40,"HOUSEWARE & KITCHENWARE"
MAS,122311,"DON SIMON PINE COCO JUICE DRINK 500ML 12",24.49,1,SUPERMARKET
GBA,122312,"SENAC SPARKLING ORANGE DRINK  375ML 12",28.99,43,SUPERMARKET
TMP,122365,"SERVING TRAY MELAMINE 13 INCHES ZHN 8022",22.9,91,"HOUSEWARE & KITCHENWARE"
MDN,122412,"BLACKOUT PANEL 52X90 BLU OMBRE PRINTED 02PA6437B",119,1,"HOME DECOR & TEXTILES"
MSS,122455,"TSHIRT MEN SXL SOLID ASSORTED COLORS",59,1,"GARMENTS AND FOOTWEAR"
LFS,122457,"AIRWICK REED DIFFUSER PUMPKIN SPICE 25ML 5",72.49,2,SUPERMARKET
KS7,122463,"AIRWICK REED DIFFUSER  SPRING 25ML  5",72.49,3,SUPERMARKET
M05,122472,"AIRWICK REED DIFFUS WINTER BERRY WONDERLAND 33ML 5",72.49,1,SUPERMARKET
MDN,122485,"PHILIPS BLENDER 19L 450W PLASTIC HR20411050",749,2,"ELECTRICAL APPLIANCES"
ACH,122500,"HORSE HEAD STATUE 16X115X34 BLKWHTEGOLD HY38308",199,2,"HOME DECOR & TEXTILES"
MSS,122541,"ROCKET LEAVES IMPORT  125G",74.99,-8,SUPERMARKET
HAA,122686,"PLUSH DOG TOY 50CM",179,17,"TOYS AND ENTERTAINMENT"
SPN,122710,"BRUHM BLENDER 15L 400W 3SPED BLKSIL BBP15400PPB",419,13,"ELECTRICAL APPLIANCES"
LFS,122722,"KELLOGGS CORNFLAKES 300G  10 NGR",47.99,148,SUPERMARKET
TMP,122722,"KELLOGGS CORNFLAKES 300G  10 NGR",47.99,18,SUPERMARKET
KAS,122722,"KELLOGGS CORNFLAKES 300G  10 NGR",47.99,10,SUPERMARKET
TMP,122730,"UNIMAX JOYMATE BALLPEN GRREN 10MM FBJYMGN06",2.99,50,STATIONERY
MSS,122731,"UNIMAX TRIO BALLPEN BLUE 10MM FBTIOBL55",3.99,95,STATIONERY
MAS,122732,"UNIMAX TRIO BALLPEN BLACK 10MM FBTIOBK29",3.99,200,STATIONERY
ACH,122735,"UNIMAX TRIO DC BALLPEN BLUE 10MM FBTDCBL53",3.99,92,STATIONERY
M04,122735,"UNIMAX TRIO DC BALLPEN BLUE 10MM FBTDCBL53",3.99,50,STATIONERY
TMP,122738,"UNIMAX TRIO DC BALLPEN GREEN 10MM FBTDCGN23",3.99,50,STATIONERY
MAS,122793,"HAAGENDAZS VANILLA CARAMEL ALMOND ICECREAM 80ML 24",39.99,1,SUPERMARKET
KS7,122800,"LUNCH BOX 2 LAYER W SPOON  FORK PLASTIC UR3206",39.9,15,"HOUSEWARE & KITCHENWARE"
HAA,122803,"LUNCH BOX KIDS PLASTIC UR3323",19.9,7,"HOUSEWARE & KITCHENWARE"
HAA,122902,"SERVING TRAY MELAMINE 16 INCHES FEILU 3716",14.9,-1,"HOUSEWARE & KITCHENWARE"
SPN,122994,"BINATONE STEAM IRON 1800W SI 1830",325,2,"ELECTRICAL APPLIANCES"
FAR,123091,"SUPER COOK FRYPAN 30CM CHN B4590784 B1430785",219,1,"HOUSEWARE & KITCHENWARE"
SPN,123092,"SUPER COOKWARE SET 7PCS BLK CHN B459S784 B143S743",649,1,"HOUSEWARE & KITCHENWARE"
SPN,123134,"PLEIN SOLEIL ARTICHOKE HEARTS 400G  12",146.99,16,SUPERMARKET
LFS,123136,"ABIDO SPICES ANISE 80G 10",31.99,-2,SUPERMARKET
KS7,123149,"OCEANGLASS SET 6PC 295ML PLAZA ROCK 3B1101006G0004",119,10,"HOUSEWARE & KITCHENWARE"
MAS,123155,"OCEAN GLASS SET 6PCS 415ML CHARISMA3B1711506G0001",119,7,"HOUSEWARE & KITCHENWARE"
ACH,123157,"OCEAN GLASS SET 6PCS 395ML TIARA  3B1751406G0001",219,16,"HOUSEWARE & KITCHENWARE"
HAA,123168,"OCEANBEER GLASS SET 6PC400M PILSNER 3B0091406G0004",119,8,"HOUSEWARE & KITCHENWARE"
MAS,123179,"OCEANHI BALL GLASS SET 6PCS 370ML IVORY 3B1301306G",119,12,"HOUSEWARE & KITCHENWARE"
SPN,123220,"MAC STUDIO FIX POWDER PLUS FOUNDATION NC45",1030,8,SUPERMARKET
MSS,123223,"MAC LIP PENCIL CHERRY",550,6,SUPERMARKET
SPN,123229,"MAC LIP PENCIL CYBER WORLD",560,20,SUPERMARKET
MSS,123267,"MAC TECHNAKOHL LINER AUTODEBLU",560,7,SUPERMARKET
FAR,123276,"BAUDUCCO WAFER WITH CHOCOHAZELNUT FILLING 140G 24",14.99,19,SUPERMARKET
M03,123276,"BAUDUCCO WAFER WITH CHOCOHAZELNUT FILLING 140G 24",14.99,20,SUPERMARKET
MSS,123279,"SWEAT SHIRTS PULLOVER HOODY LADIES MYQ91756",99,20,"GARMENTS AND FOOTWEAR"
HAA,123471,"BASKET PERFORATED 34X46X14CM PP14090",4.9,9,"HOUSEWARE & KITCHENWARE"
KS7,123492,"WINDOW SHADE DOUBLE 140X200CM PEBBLES",199,1,"HOME DECOR & TEXTILES"
ACH,123535,"BODY SCULPTURE BACK SUPPORT WTCLOTH SXBNS520EB",209,7,"SPORTS & FITNESS"
M03,123547,"DELICHTOURA OLIVES MOUNET GREEN 10KG",99.99,5.505,SUPERMARKET
M04,123547,"DELICHTOURA OLIVES MOUNET GREEN 10KG",99.99,14.995,SUPERMARKET
SPN,123548,"DELICHTOURA BLACK OLIVE MOUNET 10KG",129.99,17.955,SUPERMARKET
SPN,123741,"CASSEROLE 1800ML GLASS TEMPERED G27002",99,132,"HOUSEWARE & KITCHENWARE"
SPN,123742,"AUTOKLINA SCRATCH  SWIRL REMOVER 250ML",69,20,"HARDWARE & BUILDING MATERIAL"
FAR,123806,"MARILAN WAFER VANILLA 80GM   24",7.49,6,SUPERMARKET
LFS,123815,"BENJERRYS HALF BAKED ICE CREAM 465ML  8",119.99,1,SUPERMARKET
LFS,123835,"CADBURY CARAMEL ICE CREAM TUB 480ML 6",139.99,-1,SUPERMARKET
KS7,123837,"BLANKET TEDDY BEAR 150X200CM ASTD",189,7,"HOME DECOR & TEXTILES"
KS7,123838,"BLANKET TEDDY BEAR 200X220CM ASTD",239,15,"HOME DECOR & TEXTILES"
SPN,123839,"BLANKET JAQUARD VELVET 150X200CM ASTD",199,5,"HOME DECOR & TEXTILES"
TMP,123866,"SUITCASE NYLON GRNGREYBLUE 21CARLTON AMBERLITE",599,1,LUGGAGE
TMP,123969,"GLADE SOLID GEL RELAXING ZEN 150G  8",29.99,-1,SUPERMARKET
M05,12397,"BLUE SKIES PINE MANGO  PASSION  JUICE 500ML 10",25.49,15,SUPERMARKET
KS7,123970,"AKAI AIR COOLER 80L AC051A12000RC",3449,1,"ELECTRICAL APPLIANCES"
HAA,124015,"FLOOR MAT 60X90CM ASSORTED GRACRMB",229,10,"HOME DECOR & TEXTILES"
ACH,12404,"BINE MULTI PURPOSE LIQUID SOAP 25L 6",44.99,21,SUPERMARKET
KS7,124046,"SKATE BOARD KIDS 78X20CM FC31081",259,4,"SPORTS & FITNESS"
SPN,124058,"FOOTBALL STAR DESIGN SIZE5 WHITE",69,143,"SPORTS & FITNESS"
LFS,124064,"VOLLEY BALL MIX COLORS",79,10,"SPORTS & FITNESS"
MAS,124085,"BROOM  DUSTPAN SET PLASTIC 1909988",89,9,"HOUSEWARE & KITCHENWARE"
MSS,124094,"CLEANING BRUSH 1909641",9.9,2,"HOUSEWARE & KITCHENWARE"
SPN,124095,"LUNCH BOX PLASTIC BG444C",34.9,25,"HOUSEWARE & KITCHENWARE"
ACH,124123,"SPONGE GREEN 5PCS SET 1909108",22.9,6,"HOUSEWARE & KITCHENWARE"
MAS,124130,"SPONGE NAIL SAVER 2PCS SET 2107973 1807531",7.9,48,"HOUSEWARE & KITCHENWARE"
SPN,124135,"SPONGE 3PCS SET 19098301909779",26.9,29,"HOUSEWARE & KITCHENWARE"
MAS,124141,"SCOURER METALLIC PAREX 3PCS SET 2107568",29.9,18,"HOUSEWARE & KITCHENWARE"
MSS,124255,"BINATONE VOLTAGE PROTECTOR 13AMPS AVP 1300",209,2,"ELECTRICAL APPLIANCES"
SPN,124321,"MAC RETRO MATTE LIQ LIP COL FEELS SO GRAND",690,11,SUPERMARKET
MSS,124321,"MAC RETRO MATTE LIQ LIP COL FEELS SO GRAND",690,3,SUPERMARKET
KAS,124427,"LEMON IMPORT  KG",49.99,95.374,SUPERMARKET
SPN,124435,"GIORDANO BRIEF MENS 6PCS PACK 01177014",249,9,"GARMENTS AND FOOTWEAR"
M03,124452,"PEAR  KG",44.99,5.505,SUPERMARKET
M04,124452,"PEAR  KG",44.99,37.835,SUPERMARKET
KAS,124458,"CLEMENTINE IMP KG",46.99,198.61,SUPERMARKET
KS7,124459,"GIORDANO SHIRT WOMENS LONG SLEEVES 05341208",189,20,"GARMENTS AND FOOTWEAR"
ACH,124465,"RED CABBAGE IMPORT  KG",59.99,5.535,SUPERMARKET
LFS,124473,"BUTTERNUT SQUASH  KG",24.99,17.305,SUPERMARKET
SPN,124473,"BUTTERNUT SQUASH  KG",24.99,-.4,SUPERMARKET
LFS,124477,"GIORDANO JOGGER WOMENS REGULAR FIT 05412123",319,1,"GARMENTS AND FOOTWEAR"
KCS,124484,"IRISH POTATOES  KG",19.99,15.955,SUPERMARKET
FAR,124486,"ONION WHITE IMPORT  KG",17.99,2.285,SUPERMARKET
ADB,124486,"ONION WHITE IMPORT  KG",17.99,-2.74,SUPERMARKET
TMP,124492,"PUMPKIN  KG",14.99,1.09,SUPERMARKET
SPN,124652,"AMALFI HAND SOAP PROVENCE HERBS 500ML  12",25.99,12,SUPERMARKET
HAA,124652,"AMALFI HAND SOAP PROVENCE HERBS 500ML  12",25.99,12,SUPERMARKET
HAA,124654,"AMALFI MOUTHWASH TOTAL WHITE  500ML  16",22.99,29,SUPERMARKET
ADB,124654,"AMALFI MOUTHWASH TOTAL WHITE  500ML  16",22.99,9,SUPERMARKET
TMP,124658,"AMALFI SHOWER GEL SPA   750ML  16",29.99,1,SUPERMARKET
HAA,124658,"AMALFI SHOWER GEL SPA   750ML  16",29.99,7,SUPERMARKET
MAS,124658,"AMALFI SHOWER GEL SPA   750ML  16",29.99,35,SUPERMARKET
LFS,124664,"STAR OF DAVID ISRAELI  ELIJAH ANOINTIN OIL 60ML 50",58.99,-2,SUPERMARKET
M04,124694,"CAREX MEDICATED SOAP ALOE VERA 175G   24",24.99,11,SUPERMARKET
KCS,124695,"CAREX MEDICATED SOAP COCONUT MILK 175G   24",24.49,5,SUPERMARKET
ACH,124707,"AYIKOO TOILET ROLL MEGA PACK 1X7   10",36.99,10,SUPERMARKET
HAA,124710,"AYIKOO THE FAT ONE PAPER TOWEL 1X6",41.99,2,SUPERMARKET
FAR,124737,"LEARNING NUMBERALPHABET SERIES 2TITLE 16PGS 25YR",9.9,63,STATIONERY
LFS,124738,"MY FIRST BOOK SERIES 10TITLES W16PAGES 36YRS",19,1,STATIONERY
MDN,124754,"FAIRY TALE BOOK SERIES 25TITLES 16PAGES 610YRS",14.9,17,STATIONERY
HAA,124755,"EASY TO READ MORAL STORIES 12TITLES 16PAGES 47YRS",7.9,1,STATIONERY
HAA,124780,"PHILIPS STEAM IRON 2200W HV DST302026",989,1,"ELECTRICAL APPLIANCES"
LFS,124798,"WELCHS SPARKLING RED GRAPE JUICE 248ML  12",39.99,15,SUPERMARKET
KS7,124819,"BRUSH CARPET PLASTIC TP103",9.9,89,"HOUSEWARE & KITCHENWARE"
KS7,124843,"TOILET BRUSH WHOLDER PLASTIC TP144",22.9,-1,"HOUSEWARE & KITCHENWARE"
KAS,124927,"DARINA STRAWBERRYBANANA 25G  12",4.99,1,SUPERMARKET
KS7,124965,"DARINA LEMONADE 750G  20",64.99,15,SUPERMARKET
M04,124965,"DARINA LEMONADE 750G  20",64.99,14,SUPERMARKET
M05,124982,"DOMO BAKING POWDER 227G  24",48.49,24,SUPERMARKET
