SHOP_CODE,ITEM_CODE,ITEM_NAME,PRICE,ERP_QTY,DEPT
LFS,125155,"AHMAD TEA SLEEP CAMO HONEYLAVEN 30G 20X15G  6",44.49,17,SUPERMARKET
TMP,125156,"AHMAD TEA STRAWBERRY SENSATION 30G 20X15G  6",39.99,6,SUPERMARKET
KS7,125156,"AHMAD TEA STRAWBERRY SENSATION 30G 20X15G  6",39.99,8,SUPERMARKET
KS7,125180,"TOLSEN BLOWER 600W 79606BS",439,1,"HARDWARE & BUILDING MATERIAL"
MDN,125182,"TOLSEN DIAMOND CUTTING BLADE 75MM 76727",73.9,2,"HARDWARE & BUILDING MATERIAL"
KS7,125184,"TOLSEN JIGSAW BLADES HCS 5PCS SET 100MM 76806",24.9,46,"HARDWARE & BUILDING MATERIAL"
KS7,125185,"TOLSEN JIGSAW BLADES HSS 5PCS SET 75MM 76812",29,48,"HARDWARE & BUILDING MATERIAL"
KS7,125188,"TOLSEN SCREWDRIVER BITS DOUBLE END 10PCS SET 20360",49,6,"HARDWARE & BUILDING MATERIAL"
LFS,125188,"TOLSEN SCREWDRIVER BITS DOUBLE END 10PCS SET 20360",49,11,"HARDWARE & BUILDING MATERIAL"
SPN,125223,"MINI PLANTER POT ARTIFICIAL GLASS 175CM",279,10,"HOME DECOR & TEXTILES"
ADB,125239,"DESTELLO  LIQUID DISHWASH LEMON 750ML  16",39.99,1,SUPERMARKET
FAR,125239,"DESTELLO  LIQUID DISHWASH LEMON 750ML  16",39.99,22,SUPERMARKET
SPN,125244,"ROMAR AIR REFRESHENER SPRAY LEMON   300ML  8",39.99,13,SUPERMARKET
M03,125244,"ROMAR AIR REFRESHENER SPRAY LEMON   300ML  8",39.99,4,SUPERMARKET
MSS,125244,"ROMAR AIR REFRESHENER SPRAY LEMON   300ML  8",39.99,8,SUPERMARKET
M03,125253,"SHINE JUMBO TOILET ROLL 1PC WRAPPED 12",28.99,1,SUPERMARKET
KAS,125253,"SHINE JUMBO TOILET ROLL 1PC WRAPPED 12",28.99,3,SUPERMARKET
FAR,125259,"SAIRO FAMILY SHOWER  GEL OLIVE 750ML  12",29.99,5,SUPERMARKET
HAA,125260,"SAIRO FAMILY SHOWER GEL  SWEET ESCAPE 750ML  12",29.99,7,SUPERMARKET
TMP,125260,"SAIRO FAMILY SHOWER GEL  SWEET ESCAPE 750ML  12",29.99,12,SUPERMARKET
KAS,125264,"ROMAR FABRIC SOFTENER CONC SPA  2L  6",84.99,2,SUPERMARKET
SPN,125264,"ROMAR FABRIC SOFTENER CONC SPA  2L  6",84.99,15,SUPERMARKET
M05,125268,"DR POTENT ADULT DIAPERS LARGE 10PC  6",139.99,1,SUPERMARKET
KAS,125270,"DR POTENT ADULT DIAPERS XL 10PC  6",154.99,8,SUPERMARKET
M04,125273,"AIRPRO HANGING BOTTLE AFRESHNER CAVENTUS 10ML 12",35.99,6,SUPERMARKET
MAS,125273,"AIRPRO HANGING BOTTLE AFRESHNER CAVENTUS 10ML 12",35.99,14,SUPERMARKET
MDN,125276,"AIRPRO MINI CLIP AREFRSHNER VIOLET BLAST 25ML 6",20.49,5,SUPERMARKET
M04,125276,"AIRPRO MINI CLIP AREFRSHNER VIOLET BLAST 25ML 6",20.49,8,SUPERMARKET
TMP,125284,"DZIRE TV BRACKET FULL MOTION 2650 TB2650FU43P",189,2,"ELECTRONICS & TELECOM"
TMP,125285,"DZIRE DVD BRACKET 350X250MM TBDVDSQ10",199,3,"ELECTRONICS & TELECOM"
MAS,125287,"AIRPRO AEROSOL LAVENDER  300ML  24",29.99,13,SUPERMARKET
KS7,125292,"AIRPRO AEROSOL VANILLA  300ML  24",28.99,17,SUPERMARKET
M04,125293,"AIRPRO HANGIN BOTTLE AF INVISI INVICTUS 10ML 12",35.99,5,SUPERMARKET
KCS,125296,"BUMBLE BABY DIAPERS TWIN N6 XTRA LARGE  24PCS  5",139.99,6,SUPERMARKET
MSS,125296,"BUMBLE BABY DIAPERS TWIN N6 XTRA LARGE  24PCS  5",139.99,5,SUPERMARKET
MDN,125297,"ROMAR  AIRFRESHNER  FLORAL 300ML  8",38.99,7,SUPERMARKET
MAS,125297,"ROMAR  AIRFRESHNER  FLORAL 300ML  8",38.99,2,SUPERMARKET
LFS,125301,"MAXIM HAIR RELAXER REGULAR 385G  30",29.99,17,SUPERMARKET
HAA,125302,"AIRPRO AFRESHNER ORGANIC CAN BUBBLE GUM 42G 24",39.99,24,SUPERMARKET
ACH,125306,"AIRPRO AFRESHNER ORGANIC CAN  COFFEE  42G  24",39.99,17,SUPERMARKET
SPN,125317,"MAC EYE SHADOW SUCH A TULLE",580,6,SUPERMARKET
SPN,125323,"MAC MATTE LIPSTICK HONEY LOVE   1",600,23,SUPERMARKET
LFS,125353,"REXONA  ACTIVE DRY 72HRS MEN 200ML  6",42.99,29,SUPERMARKET
ACH,125354,"REXONA APA SHOWER FRESH ARN 200ML 6",42.99,1,SUPERMARKET
TMP,125358,"ROMAR FABRIC SOFTENER FLORAL 750ML  15",36.99,11,SUPERMARKET
KS7,125358,"ROMAR FABRIC SOFTENER FLORAL 750ML  15",36.99,11,SUPERMARKET
ADB,125360,"ROMAR FABRIC SOFTENER SPA 750ML  15",36.99,24,SUPERMARKET
MAS,125360,"ROMAR FABRIC SOFTENER SPA 750ML  15",36.99,12,SUPERMARKET
LFS,125366,"ACTIVITY BOOK SERIES EXPLORE",24.9,36,STATIONERY
SPN,125373,"LEARNING ABC BOOK COEDITION",15.9,117,STATIONERY
ACH,125388,"LELE KETCHUP 550G 12",29.99,15,SUPERMARKET
MSS,125406,"OKF SMOOTHIE TROPICAL 500ML 20",26.99,3,SUPERMARKET
SPN,125415,"WESTINGHOUSE AIR PURIFIERS FILTER REP WAAPFR8410",429,9,"ELECTRICAL APPLIANCES"
KS7,125428,"VIRGINIA GREENGARDEN WORCESTERSHIRE SAUCE 250ML 12",57.99,9,SUPERMARKET
MAS,125439,"ROBE HOOK ZINC ALLOY SINGLE 1935S RK",9.9,33,"HOUSEWARE & KITCHENWARE"
MAS,125485,"PAPER HOLDER ZINC ALLOY 445X28X36CM 50733C",119,2,"HARDWARE & BUILDING MATERIAL"
KS7,125516,"DE CECCO NATURAL TOMATO POLPA CORPOSA 690G 12",58.49,11,SUPERMARKET
ACH,125573,"SLIPPERS WOMEN OUTDOOR WHANGER EVA 3641",74,6,"GARMENTS AND FOOTWEAR"
KAS,125578,"TONITTO ICE CREAM CHOCOLATE 5L X 1 40 SCOOPS",19.99,75,SUPERMARKET
M03,125624,"MCVITIES DIGESTIVE CARAMEL 250G 12",53.99,12,SUPERMARKET
M03,125642,"MCVITIES FIG ROLLS 200G 12",49.99,12,SUPERMARKET
TMP,125643,"ARTIFICIAL FLOWER 7 BRANCH PLASTIC 55CM",16.9,21,"HOME DECOR & TEXTILES"
LFS,125680,"TONITTO ICE CREAM COFFEE 5L X 1 40 SCOOPS",19.99,-1,SUPERMARKET
SPN,125717,"BABY LEAVES GREEN KALE 125G",69.99,18,SUPERMARKET
FAR,125741,"TUMBLER ASCOT 3PCS SET 330ML DXB N1308",79,3,"HOUSEWARE & KITCHENWARE"
MAS,125748,"TUMBLER OCTIME 6PCS SET 310ML DXB L7353",79,9,"HOUSEWARE & KITCHENWARE"
LFS,125748,"TUMBLER OCTIME 6PCS SET 310ML DXB L7353",79,8,"HOUSEWARE & KITCHENWARE"
HAA,125761,"TUMBLER STERLING OF GLASS 3PCS SET 300ML DXB P1159",39.9,3,"HOUSEWARE & KITCHENWARE"
KS7,125765,"TUMBLER VIGNE GLASS 3PCS SET 310ML DXB P1160",39.9,3,"HOUSEWARE & KITCHENWARE"
KS7,125766,"TUMBLER VIGNE 6PCS SET 330ML DXB N1321",79,6,"HOUSEWARE & KITCHENWARE"
MSS,125767,"BOWL ICE CREAM MALDIVES SUNDAE 6PCS SET DXB N2321",89,2,"HOUSEWARE & KITCHENWARE"
MDN,125781,"ICE CREAM CUP QUDRO 6PCS SET 250ML DXB N3056",89,4,"HOUSEWARE & KITCHENWARE"
TMP,125866,"POPIZZ SPARKLING RED GRAPE 750ML  6",49.99,33,SUPERMARKET
FAR,125869,"POPIZZ SPARKLING DRINK APPLE 750ML  6",49.99,6,SUPERMARKET
SPN,125869,"POPIZZ SPARKLING DRINK APPLE 750ML  6",49.99,367,SUPERMARKET
ACH,125870,"POPIZZ SPARKLING DRINK PINK 750ML  6",49.99,13,SUPERMARKET
HAA,125870,"POPIZZ SPARKLING DRINK PINK 750ML  6",49.99,8,SUPERMARKET
M03,125870,"POPIZZ SPARKLING DRINK PINK 750ML  6",49.99,3,SUPERMARKET
MSS,125871,"POPIZZ SPARKLING WHITE GRAPE 750ML  6",49.99,45,SUPERMARKET
MAS,125871,"POPIZZ SPARKLING WHITE GRAPE 750ML  6",49.99,9,SUPERMARKET
ADB,125896,"LAV TUMBLER 6PCS SET LVBRO29F",89,1,"HOUSEWARE & KITCHENWARE"
ADB,125897,"LAV TUMBLER 6PCS SET LVTOK354F",99,6,"HOUSEWARE & KITCHENWARE"
HAA,125925,"MIDEA CHEST FREEZER SD 249L WHT MDRC345FZG43",4599,1,"ELECTRICAL APPLIANCES"
FAR,125951,"LITTLE TREES VENT WRAPS VANILLAROMA 4PACK   24",57.99,12,SUPERMARKET
LFS,125992,"BASIL IMPORT PACK",79.99,3,SUPERMARKET
MSS,125993,"HERBS CHIVES  IMPORT PACK",99.99,7,SUPERMARKET
SPN,125998,"THYME IMPORT  PACK",79.99,62,SUPERMARKET
KAS,125998,"THYME IMPORT  PACK",79.99,15,SUPERMARKET
MSS,126016,"LETTUCE  LITTLE GEM HEARTS 6PCS  10",139.99,6,SUPERMARKET
ACH,126039,"WATER COLOUR CAKE MINI DOMS 15MM 15 SHADES 7939",7.9,13,STATIONERY
FAR,126094,"HAPPY FULL WORM 70G  48",9.99,71,SUPERMARKET
KS7,126095,"HAPPY FULL FRUITS 70G  48",9.99,84,SUPERMARKET
GBA,126095,"HAPPY FULL FRUITS 70G  48",9.99,48,SUPERMARKET
HAA,126096,"HAPPY FULL CROCODILE 70G  48",9.99,24,SUPERMARKET
HAA,126097,"HAPPY FULL CUBIES 70G  48",9.99,65,SUPERMARKET
ACH,126168,"WIPER WINDOW PP WBRUSH FANATIK 607",9.9,5,"HOUSEWARE & KITCHENWARE"
MSS,126195,"ZOFLORA LINEN FRESH   120ML  12",45.99,14,SUPERMARKET
MAS,126201,"AIRPRO MICMAN AIRREFRSHENER VELVET MASK 35G  6",82.99,7,SUPERMARKET
M05,126204,"AIRPRO HANGING BOTTLE AFRESHNER ARMANI SI 10ML 12",35.99,13,SUPERMARKET
LFS,126204,"AIRPRO HANGING BOTTLE AFRESHNER ARMANI SI 10ML 12",35.99,12,SUPERMARKET
KAS,126205,"AIRPRO HANGING BOTTLE AFRESHNER D OFF COOL 10ML 12",35.99,6,SUPERMARKET
KS7,126206,"AIRPRO HANGING BOTTLE AFRESHNER DIOR FHEIT 10ML12",35.99,-2,SUPERMARKET
HAA,126206,"AIRPRO HANGING BOTTLE AFRESHNER DIOR FHEIT 10ML12",35.99,3,SUPERMARKET
TMP,126207,"AIRPRO HANGIN BOTTLE AFRESHNER SAVSAUV 10ML  12",35.99,3,SUPERMARKET
FAR,126207,"AIRPRO HANGIN BOTTLE AFRESHNER SAVSAUV 10ML  12",35.99,5,SUPERMARKET
M03,126207,"AIRPRO HANGIN BOTTLE AFRESHNER SAVSAUV 10ML  12",35.99,5,SUPERMARKET
GBA,126208,"AIRPRO  AIRFRESHENER GEL PINA COLADA 128G 24",24.99,32,SUPERMARKET
KS7,126210,"AIRPRO TOUCH AND SPRAY AFRSHNER STRAWBRRY 36ML  6",36.99,-1,SUPERMARKET
M05,126211,"AIRPRO TOUCHSPRAY AFRSHENER PINA COLADA 36ML  6",36.99,8,SUPERMARKET
MAS,126211,"AIRPRO TOUCHSPRAY AFRSHENER PINA COLADA 36ML  6",36.99,16,SUPERMARKET
ACH,126213,"AIRPRO MINI CLIP AIRREFRSHENER PARADISE  25ML 6",20.49,19,SUPERMARKET
MSS,126213,"AIRPRO MINI CLIP AIRREFRSHENER PARADISE  25ML 6",20.49,12,SUPERMARKET
M05,126216,"AIRPRO MINI CLIP AFRSHENER CRISP LINEN 25ML  6",20.49,1,SUPERMARKET
FAR,126216,"AIRPRO MINI CLIP AFRSHENER CRISP LINEN 25ML  6",20.49,2,SUPERMARKET
GBA,126216,"AIRPRO MINI CLIP AFRSHENER CRISP LINEN 25ML  6",20.49,2,SUPERMARKET
TMP,126217,"AIRPRO AFRESHNER ORGANIC CAN WILD SBERRY 42G  24",39.99,16,SUPERMARKET
ADB,126218,"AIRPRO AIRFRESHNER ORGANIC CAN COCOCOLADA 42G  144",38.99,132,SUPERMARKET
M05,126220,"AIRPRO  AIRREFRSHNER ORGANIC CAN  NEW CAR 42G 24",39.99,27,SUPERMARKET
ADB,126220,"AIRPRO  AIRREFRSHNER ORGANIC CAN  NEW CAR 42G 24",39.99,24,SUPERMARKET
ACH,126223,"AIRPRO AIRFRESHNER ORGANIC CAN BLACKCRYSTAL 42G 24",39.99,33,SUPERMARKET
TMP,126223,"AIRPRO AIRFRESHNER ORGANIC CAN BLACKCRYSTAL 42G 24",39.99,19,SUPERMARKET
KAS,126225,"AIRPRO AIRFRSHNER DUAL SCENT LEMONSTRAW 30ML  6",34.99,5,SUPERMARKET
LFS,126226,"AIRPRO  TOILET RIM BLOCK LAVENDER 50G  72",24.99,193,SUPERMARKET
KAS,126228,"AIRPRO SCENTED OIL  LEMON  REFILL  24",57.99,24,SUPERMARKET
ACH,126229,"AIRPRO AIRREFRSHENER UFO MEMBRANE SBERRY 65ML 24",29.99,6,SUPERMARKET
M05,126230,"AIRPRO AFRSHNER UFO MEMBRANE PCOLADA 65ML 24",29.99,30,SUPERMARKET
M03,126230,"AIRPRO AFRSHNER UFO MEMBRANE PCOLADA 65ML 24",29.99,5,SUPERMARKET
M03,126244,"HARIBO  PICK N MIX  HAPPY CHERRIES 3KG X4  12",249.99,3,SUPERMARKET
LFS,126263,"FEGGY FISH SPRING ROLL 10PCS 450G 1",42.99,17,SUPERMARKET
FAR,126263,"FEGGY FISH SPRING ROLL 10PCS 450G 1",42.99,16,SUPERMARKET
ACH,126264,"FEGGY MEAT SPRING ROLL 10PCS 450G 1",42.99,1,SUPERMARKET
ADB,126307,"HARIBO BALLA BITES 140G154G  12",29.99,2,SUPERMARKET
LFS,126324,"DRESSING STOOL WOODEN CH8ND90001",499,4,FURNITURE
SPN,126332,"DRESSING STOOL WOODEN CH9GD148",729,1,FURNITURE
M04,126342,"RICOLA LEMON MINT SUGAR FREE 45G  20",32.99,5,SUPERMARKET
SPN,126346,"TATELYLE LIGHT BROWN SUGAR 500G  10",36.99,3,SUPERMARKET
SPN,126352,"TONITTO SORBETTO LEMON STICK SET OF 3 60G X 6",99.99,1,SUPERMARKET
SPN,126354,"TONITTO SORBET MANGO  PASSION FRUIT SET OF 3 60G",99.99,5,SUPERMARKET
LFS,126356,"TONITTO COPPA FAMIGLIA ICE CREAM TIRAMISU 1L",69.99,1,SUPERMARKET
KS7,126357,"TONITTO COPPA FAMIGLIA ICE CREAM YELLOW VANILLA 1L",69.99,2,SUPERMARKET
M04,126364,"TONITTO COPPA FAMIGLIA BCHERRY FIORDILLATE MIX 1L",69.99,2,SUPERMARKET
ACH,126367,"TONITTO OVALINA PANNA COTTA ICE CREAM 400ML  8",39.99,1,SUPERMARKET
HAA,126374,"TONITTO ICE CREAM COPPA FAMIGLIA  MERINGATO 1L",69.99,2,SUPERMARKET
M04,126378,"TONITTO LINEA ICECREAM BLACKCHERRY SYRUP 500ML 8",79.99,5,SUPERMARKET
MSS,126381,"TONITTO YOYO PLAIN YOGURT ICE CREAM 500ML  8",79.99,22,SUPERMARKET
FAR,126394,"BRIDOR BUTTER ALMOND FILL CROISSANT 90G 60",20.99,14,SUPERMARKET
SPN,126411,"KWV CLASS CABERNET SAUVIGNON WINE 750ML 6",165.99,11,SUPERMARKET
M04,126415,"KWV CLASS ROSE WINE 750ML 6",156.99,3,SUPERMARKET
TMP,126416,"KWV CLASS SHIRAZ WINE 750ML 6",165.99,3,SUPERMARKET
ACH,126419,"PEARLY BAY DRY WHITE WINE 750ML 6",94.49,5,SUPERMARKET
M04,126470,"JUVER DISFRUTA  MANGO DRINK 330ML 18",13.99,1,SUPERMARKET
KCS,126470,"JUVER DISFRUTA  MANGO DRINK 330ML 18",13.99,23,SUPERMARKET
KCS,126478,"CHICKEN LEG QUARTER KG",69.99,3.25,SUPERMARKET
M04,126482,"CHICKEN BREAST KG",94.99,-72.975,SUPERMARKET
LFS,126483,"CHICKEN GIZZARD KG",41.99,67.704,SUPERMARKET
KCS,126487,"CHICKEN LIVER KG",42.99,1.695,SUPERMARKET
LFS,126487,"CHICKEN LIVER KG",42.99,-15.992,SUPERMARKET
LFS,126491,"CHICKEN WINGS MARINATED KG",99.99,-23.654,SUPERMARKET
M03,126492,"CHICKEN LEGS MARINATED KG",94.99,-155.025,SUPERMARKET
LFS,126513,"WHOLE CHICKEN MARINATED",72.99,-1.235,SUPERMARKET
M04,126514,"CHICKEN FAJITA MARINATED KG",89.99,-137.64,SUPERMARKET
M03,126515,"CHICKEN RED TAWOUK MARINATED KG",99.99,-213.221,SUPERMARKET
SPN,126525,"CHICKEN ARGENTINA MARINATED",99.99,.01,SUPERMARKET
M03,126531,"BEEF SHAWARMA MARINATED KG",149.99,-4.035,SUPERMARKET
SPN,126532,"BEEF PHILADELPHIA MARINATED KG",159.99,.01,SUPERMARKET
KAS,126535,"BEEF SAUSAGE MAKANEK KG",139.99,-37.14,SUPERMARKET
M03,126536,"BEEF SAUSAGE SOJOK HOT SPICY KG",139.99,-32.855,SUPERMARKET
M04,126538,"BEEF TOPSIDE",129.99,-39.87,SUPERMARKET
SPN,126539,"BEEF FILLET  TENDERLOIN",159.99,-32.375,SUPERMARKET
KCS,126540,"BEEF MINCED MEAT KG",114.99,51.44,SUPERMARKET
FAR,126541,"BEEF KAFTA KG",159.99,-2.115,SUPERMARKET
KAS,126552,"LAMB BURKINA LEG",178.99,4.055,SUPERMARKET
KCS,126552,"LAMB BURKINA LEG",178.99,-2.865,SUPERMARKET
M03,126554,"LAMB BURKINA NECK",172.99,-4.18,SUPERMARKET
KAS,126556,"LAMB BURKINA MINCED MEAT KG",174.99,28.705,SUPERMARKET
SPN,126559,"LAMB RIBS",182.99,.005,SUPERMARKET
M04,126648,"LA SALUD WOOD CARE CLEANER JABONOSO 1L 8",38.49,4,SUPERMARKET
TMP,126648,"LA SALUD WOOD CARE CLEANER JABONOSO 1L 8",38.49,5,SUPERMARKET
SPN,126652,"LA SALUD DISHWASH LIQUID OXY ACTIVE 750ML 12",32.99,4,SUPERMARKET
M04,126653,"LA SALUD REGULAR BLEACH 2L 6",30.49,2,SUPERMARKET
MAS,126655,"LA SALUD BLEACH WITH DETERGENT MARINE 2L 6",29.99,6,SUPERMARKET
MAS,126667,"WALL CLOCK SAKURA 305X305X43 2738",75,1,"HOME DECOR & TEXTILES"
FAR,126667,"WALL CLOCK SAKURA 305X305X43 2738",75,9,"HOME DECOR & TEXTILES"
FAR,126668,"WALL CLOCK SAKURA 305X305X43 2940",75,5,"HOME DECOR & TEXTILES"
ACH,126676,"WALL CLOCK SAKURA 285X285X45 3208N",69,14,"HOME DECOR & TEXTILES"
M03,126679,"CARMENSITA FISH STEAK 1KG 10",85.99,1,SUPERMARKET
ACH,126680,"WALL CLOCK SAKURA 305X305X46 2949",75,1,"HOME DECOR & TEXTILES"
SPN,126681,"WALL CLOCK SAKURA 278X278X41 2951",65,17,"HOME DECOR & TEXTILES"
HAA,126683,"WALL CLOCK SAKURA 305X305X4 30018",89,3,"HOME DECOR & TEXTILES"
ACH,126702,"WARDROBE WOOD 4DOOR W2 DRAWER 182X103X45 EX086JA",2390,1,FURNITURE
LFS,126755,"SAMSUNG GALAXY MOBILE A33 6GB128GB5G SMAR",5979,1,"ELECTRONICS & TELECOM"
ADB,126800,"APPLE ROYAL GALA KG",45.99,8.355,SUPERMARKET
HAA,126802,"APPLE GRANNY SMITH KG",44.99,7.804,SUPERMARKET
MSS,126802,"APPLE GRANNY SMITH KG",44.99,167.775,SUPERMARKET
SPN,126808,"JUVER DISFRUTA  APPLE MANZANA  200ML 30",7.99,57,SUPERMARKET
TMP,126808,"JUVER DISFRUTA  APPLE MANZANA  200ML 30",7.99,25,SUPERMARKET
SPN,126809,"JUVER  DISFRUTA  MANGO 200ML 30",7.99,49,SUPERMARKET
MSS,126810,"JUVER DISFRUTA  ORANGE NARANJA  200ML 30",7.99,22,SUPERMARKET
M05,126811,"JUVER DISFRUTA  PEACH 200ML 30",7.99,31,SUPERMARKET
SPN,126812,"JUVER  DISFRUTA  PEAR PINE 200ML 30",7.99,38,SUPERMARKET
LFS,126814,"JUVER  DISFRUTA TROPICAL FRUITS  200ML 30",7.99,32,SUPERMARKET
GBA,126814,"JUVER  DISFRUTA TROPICAL FRUITS  200ML 30",7.99,30,SUPERMARKET
TMP,126912,"JOHN WEST CHUNKS IN BRINE 100G 48",31.99,16,SUPERMARKET
SPN,126914,"LACTASOY SOYMILK HICALCIUM 250ML  36",9.99,-4,SUPERMARKET
LFS,126919,"LACTASOY SOYMILK HICALCIUM 1L  12",39.99,16,SUPERMARKET
KS7,126919,"LACTASOY SOYMILK HICALCIUM 1L  12",39.99,1,SUPERMARKET
KAS,126928,"JOHN WEST TUNA CHUNKS IN SPRING WATER 125G 48",31.99,12,SUPERMARKET
MSS,126936,"LAMB KIDNEY",169.99,.002,SUPERMARKET
KAS,126946,"GRANORO CHICCHE DI PATATE 5905 500G  12",29.99,12,SUPERMARKET
SPN,126955,"GRANORO NUVOLE DEDICATO 20096 500G  10",29.99,5,SUPERMARKET
TMP,126958,"GRANORO CREMA PEPERONCINO 8020 180G  12",79.99,2,SUPERMARKET
M03,126973,"GRANORO SPAGHETTI VERMICELLONI 1012 500G  24",21.99,1,SUPERMARKET
M04,126978,"DOUX CHICKEN FRANKS GARLIC 340G  24",28.99,5,SUPERMARKET
M03,126997,"STRAWBERRY  400GM  IMPORT",214.99,7,SUPERMARKET
MSS,127023,"RED FISH IMP KG",35,-.001,SUPERMARKET
LFS,127031,"FRESH BARACUDA KG",109.99,4.192,SUPERMARKET
MSS,127033,"FRESH GROUPER FISH KG",147,.001,SUPERMARKET
SPN,127034,"FRESH CALAMARI WHOLE KG",164.99,16.835,SUPERMARKET
FAR,127034,"FRESH CALAMARI WHOLE KG",164.99,1.08,SUPERMARKET
MSS,127064,"WHITE CABBAGE  IMPORTKG",69.99,.705,SUPERMARKET
ACH,127072,"ALTAGHZIAH CHICKEN MORTADELLA BLOCK 2KG",159.99,2.272,SUPERMARKET
KAS,127073,"ALTAGHZIAH TURKEY MORTADELLA BLOCK 2KG",159.99,1.07,SUPERMARKET
KAS,127075,"ALTAGHZIAH COCKTAIL TURKEY MORTADELLA BLOCK 2KG",259.99,1.12,SUPERMARKET
ACH,127076,"ALTAGHZIAH OLIVE BEEF MORTADELLA BLOCK KGS",159.99,7.305,SUPERMARKET
MSS,127076,"ALTAGHZIAH OLIVE BEEF MORTADELLA BLOCK KGS",159.99,3.485,SUPERMARKET
ACH,127139,"TABLE LAMP WHITE WGOLD STAND 57CM E27",799,1,"HOME DECOR & TEXTILES"
LFS,127152,"BISTRO BELGIQUE FRENCHFRIES SHOESTRING 7X7 25KG 4",114.99,-1,SUPERMARKET
MSS,127198,"FRESH TILAPIA KG",79.99,-22.358,SUPERMARKET
M03,127200,"FRESH KING FISH KG",94.99,.015,SUPERMARKET
M04,127203,"FRESH CRAB KG",196,1.26,SUPERMARKET
MSS,127209,"FRESH MACKEREL KG",84.99,10.535,SUPERMARKET
LFS,127227,"JAYKAY PRIMARY SERIES NOTE 1 40L WCOVER A1",4.9,5,STATIONERY
KS7,127229,"JAYKAY PRIMARY SERIES NOTE 1 40L WCOVER G",4.9,18,STATIONERY
KS7,127233,"JAYKAY PRIMARY SERIES 20L WCOVER G",2.9,20,STATIONERY
SPN,127233,"JAYKAY PRIMARY SERIES 20L WCOVER G",2.9,38,STATIONERY
LFS,127274,"PLACEMAT FABRIC MULTI STRIPER PK 6PCS 33X48CM ASST",79,1,"HOME DECOR & TEXTILES"
HAA,127274,"PLACEMAT FABRIC MULTI STRIPER PK 6PCS 33X48CM ASST",79,14,"HOME DECOR & TEXTILES"
KS7,127284,"ANNIES VINAIGRETTE BALSAMIC 8OZ  6",109.99,9,SUPERMARKET
M03,127333,"LYSOL BATHROOM CLEANER AERO 24OZ  12",89.99,1,SUPERMARKET
SPN,127337,"EXETER LUNCHEON MEAT WITH BEEF 320G 24",33.99,85,SUPERMARKET
KCS,127341,"EXETER HOT DOG 400G 12",25.99,6,SUPERMARKET
LFS,127342,"EXETER CHICKEN HOT DOG 400G 12",28.99,105,SUPERMARKET
MAS,127342,"EXETER CHICKEN HOT DOG 400G 12",28.99,31,SUPERMARKET
KCS,127359,"PURDEYS  REJUVENATION GRAPE APPLE 330ML 12",25.49,16,SUPERMARKET
ACH,127404,"NASCO GAS COOKER 5B 2SHELVESTAND SS NASGSK5CSSS",799,1,"GAS COOKER & ACCESSORIES"
KS7,127404,"NASCO GAS COOKER 5B 2SHELVESTAND SS NASGSK5CSSS",799,1,"GAS COOKER & ACCESSORIES"
FAR,127408,"SUPER COOK SAUCEPAN LID 18CM CHN B4592384 B1433084",239,1,"HOUSEWARE & KITCHENWARE"
KAS,127409,"CLING FILM BIG SIZE FOR OWN USE  40CM85KG 76MM",499.99,2,SUPERMARKET
LFS,127430,"MIDEA STANDING FAN 16 WREMOTE FS4019K",489,3,"ELECTRICAL APPLIANCES"
ACH,127430,"MIDEA STANDING FAN 16 WREMOTE FS4019K",489,2,"ELECTRICAL APPLIANCES"
KAS,127437,"DON SIMON NECTAR PINA COCO JUICE CAN 330ML 24",22.49,4,SUPERMARKET
KS7,127440,"MIDEA KETTLE 17L 2200W SS MK17S32A2",209,6,"ELECTRICAL APPLIANCES"
LFS,127457,"FRESH SNAPPER FISH KG",129.99,13.362,SUPERMARKET
ACH,127464,"PRESIDENT BRANDY MEL 900ML 6",120.99,2,SUPERMARKET
TMP,127499,"CUSHION RITZ 18X18 INCHES",69,1,"HOME DECOR & TEXTILES"
HAA,127545,"MOKATE MILK SHAKE CHOCOLATE 500G  6",79.99,3,SUPERMARKET
MSS,127568,"SCRAP BONES PET FOOD KG",14.99,-232.814,SUPERMARKET
KS7,127609,"MARILAN TARLETTE BISCUITS STRAWBERRY 140G  36",10.49,35,SUPERMARKET
LFS,127612,"MIRROR WOODEN DECOR CARVING 59X15X79 23539",279,1,"HOME DECOR & TEXTILES"
MDN,127630,"PHOTO FRAME WOODEN CARVING 195X15X26 23926",59,1,"HOME DECOR & TEXTILES"
KS7,127630,"PHOTO FRAME WOODEN CARVING 195X15X26 23926",59,3,"HOME DECOR & TEXTILES"
MDN,127631,"PHOTO FRAME 3 IN 1 WOOD CARVING 545X15X26 23819",119,7,"HOME DECOR & TEXTILES"
FAR,127631,"PHOTO FRAME 3 IN 1 WOOD CARVING 545X15X26 23819",119,4,"HOME DECOR & TEXTILES"
LFS,127655,"HUNTERS POTATO CHIPS SOUR CREAMONION 125G  12",49.99,1,SUPERMARKET
HAA,127680,"GEISHA BLACK SOAP 180G  36",17.99,176,SUPERMARKET
MAS,127680,"GEISHA BLACK SOAP 180G  36",17.99,149,SUPERMARKET
SPN,127680,"GEISHA BLACK SOAP 180G  36",17.99,469,SUPERMARKET
LFS,127697,"CUP AND SAUCER 8PCS SET 350ML CERAMIC GGK",119,2,"HOUSEWARE & KITCHENWARE"
