"ITEM CODE","ITEM NAME",PRICE,RACK,USER,QTY,DATE/TIME,DEPT,GROUP,SUB-GROUP
114593,"CONTAINER SET WLOCK 3X1200ML PLASTIC BG-617",34.9,6,AKORFA,3,"16-JUN-26 04.54.50.977000 PM","HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
113210,"BROOM WHANDLE BLUE PLASTIC BT168215",29.9,6,AKORFA,7,"16-JUN-26 04.47.59.862000 PM","HOUSEWARE & KITCHENWARE","HOME HYGIENE","BROOM BRUSHES DUSTPANS"
113211,"BROOM WHANDLE SOFT BRISTLE PLASTIC 1002/E",42.9,5,DAVID,248947,"16-JUN-26 04.57.30.492000 PM","HOUSEWARE & KITCHENWARE","HOME HYGIENE","BROOM BRUSHES DUSTPANS"
113215,"BROOM W/HANDLE BLUE PINK PLASTIC 1692E",42.9,GH,FH,9,"16-JUN-26 04.55.09.355000 PM","HOUSEWARE & KITCHENWARE","HOME HYGIENE","BROOM BRUSHES DUSTPANS"
109878,"NUMBER WRITING BOOK 1-100",24.99,6,AKORFA,6,"16-JUN-26 04.51.40.895000 PM",STATIONERY,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
110145,"BOWL 3000ML PLASTIC ELITE-4 P 556",14.9,6,AKORFA,35,"16-JUN-26 04.54.28.811000 PM","HOUSEWARE & KITCHENWARE",DINNERWARE,BOWLS
108983,"FESTIVA  EVAPORATED MILK 170G 48",7.49,12,COLLINS,12,"16-JUN-26 04.47.51.044000 PM",SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
122722,"KELLOGGS CORNFLAKES 300G  10 NGR",47.99,25,DEEPAK,23,"16-JUN-26 05.05.48.556000 PM",SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
122795,"BATHROOM CORNER SHELF 3 LAYER PLASTIC UR-3077",59,6,AKORFA,3,"16-JUN-26 04.53.12.647000 PM","HOUSEWARE & KITCHENWARE",BATHROOM,"BATHROOM SHELF RACKS HOLDERS"
125262,"ROMAR FABRIC SOFTENER CONC. FLORA 2L  6",81.99,T,MANOJ,1,"16-JUN-26 05.01.40.894000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
122226,"AIRPRO AIRREFRSHENER GEL  PEACH PUNCH 128G  24",24.49,GH,FH,20,"16-JUN-26 05.14.00.122000 PM",SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
122226,"AIRPRO AIRREFRSHENER GEL  PEACH PUNCH 128G  24",24.49,6,AKORFA,38,"16-JUN-26 05.12.22.324000 PM",SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
119267,"DOMS PENCIL SET 12PCS FUSION X-TRA SUPER DARK 7675",28.9,6,AKORFA,2,"16-JUN-26 04.51.30.175000 PM",STATIONERY,"GENERAL STATIONERY","   WRITING SUPPLIES"
121778,"KOTEX PANTY LINERS NORMAL 35 SHEETS  12",55.99,5,DAVID,8,"16-JUN-26 04.47.42.102000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
121825,"CLOTHES PEG SET 12PCS RAPID",9.9,6,AKORFA,5,"16-JUN-26 04.49.24.526000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH PEGS / CLIP"
119594,"FARAGELLO GOLD MANGO NECTAR GLASS BOTTLE 250ML  24",11.99,6,AKORFA,58,"16-JUN-26 04.56.28.546000 PM",SUPERMARKET,BEVERAGES,JUICE
120807,"JAMAA DETERGENT 420G  12",12.99,GH,FH,4,"16-JUN-26 04.56.18.060000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
119658,"KIVO GOOD TIME NON DAIRY CREAMER 250G  25+1",19.99,12,COLLINS,11,"16-JUN-26 04.53.13.094000 PM",SUPERMARKET,"FOOD CUPBOARD","DRINKING POWDER"
119658,"KIVO GOOD TIME NON DAIRY CREAMER 250G  25+1",19.99,12,COLLINS,8,"16-JUN-26 04.51.39.942000 PM",SUPERMARKET,"FOOD CUPBOARD","DRINKING POWDER"
132415,"CUSHION 45X45CM SK210125",34.9,5,DAVID,0,"16-JUN-26 04.58.22.099000 PM","HOME DECOR & TEXTILES","COVERS CUSHION/PILLOW/CHAIR",CUSHION
131522,"GOODYS SPICY HOT SHITO  800G 12",149.99,25,DEEPAK,52,"16-JUN-26 05.02.42.091000 PM",SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
133028,"CHOPPING BOARD 28X38X18CM BAMBOO YWU",69,T,MANOJ,1,"16-JUN-26 05.11.27.274000 PM","HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","CHOPPING BOARDS AND CHOPPERS"
127067,"AKAI STEAM IRON 2200W CERAMIC EI049A-281",299,6,AKORFA,6,"16-JUN-26 05.01.02.296000 PM","ELECTRICAL APPLIANCES","LINEN CARE","STEAM IRONS"
125287,"AIRPRO AEROSOL LAVENDER  300ML  24",28.99,6,AKORFA,9,"16-JUN-26 04.46.22.445000 PM",SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
125359,"ROMAR FABRIC SOFTENER TALC 750ML  15",36.99,T,MANOJ,30,"16-JUN-26 05.00.48.650000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
128827,"TASTY TOM JOLLOF MIX 1.1KG  12",47.49,25,DEEPAK,13,"16-JUN-26 05.02.32.097000 PM",SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
127749,"PAPER BOX CAKE HEIGHTEN 10 30X30X34CM YWU",44.9,25,DEEPAK,50,"16-JUN-26 04.57.13.274000 PM","HOUSEWARE & KITCHENWARE",BAKEWARE,MOULDS
13865,"ALWAYS NORMALVALUE PACK ULTRA THIN LONG 16PADS  8",44.99,T,MANOJ,1,"16-JUN-26 05.02.39.299000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
139331,"BINATONE STANDING FAN 18"" A1810",1009,12,COLLINS,2,"16-JUN-26 05.03.27.583000 PM","ELECTRICAL APPLIANCES",FAN,"STANDING FAN"
140569,"MEANNAN PLANTAIN CHIPS & PEANUTS 100G  12",12.49,GH,FH,12,"16-JUN-26 05.14.24.291000 PM",SUPERMARKET,"FOOD CUPBOARD",SNACKS
13476,"LELE THAI RICE 5KG 5",210.99,25,DEEPAK,25,"16-JUN-26 05.01.20.542000 PM",SUPERMARKET,"FOOD CUPBOARD","RAW RICE"
137493,"BUMBLE BABY WET WIPES 120 PCS LA BELLA  12",31.99,T,MANOJ,5,"16-JUN-26 05.04.36.423000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
137493,"BUMBLE BABY WET WIPES 120 PCS LA BELLA  12",31.99,5,DAVID,5,"16-JUN-26 04.47.13.428000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
137496,"BUMBLE BABY WET WIPES ROSE DREAM 120PCS   12",31.99,T,MANOJ,10,"16-JUN-26 05.02.53.673000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
137497,"BUMBLE BABY WET WIPES BABY SCENTED 72PCS   12",22.99,T,MANOJ,1,"16-JUN-26 05.03.26.366000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
133980,"BACKPACK PVC 29CM KL11492",49,6,AKORFA,5,"16-JUN-26 04.50.11.848000 PM",STATIONERY,"SCHOOL AND CHILDREN STATIONERY",BACKPACKS
136091,"KIRKLAND PREMIUM TOWEL 12 ROLLS  12",61.99,T,MANOJ,1,"16-JUN-26 05.08.57.855000 PM",SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
134319,"PRIVATE MAXI POCKET SUPER 9 X 12",15.49,T,MANOJ,1,"16-JUN-26 05.02.32.743000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
135328,"MADAR POWDER BUCKET 1KG 6",52.99,GH,FH,7,"16-JUN-26 04.59.54.234000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
14811,"DEVA DISWASHING LIQUID LEMON 700ML 24 10404",25.99,100,SUKHEN,21,"16-JUN-26 04.50.36.530000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
14821,"DEVA SOFTENER FLORAL 1000ML 12 10501",43.49,T,MANOJ,8,"16-JUN-26 05.02.17.006000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
14822,"DEVA SOFTENER LAVENDER 1000ML 12 10502",43.99,T,MANOJ,1,"16-JUN-26 05.02.06.496000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
148382,"LAUNDRY BASKET WSHELF SET IRON 2TIER F10013 RJK",399,12,COLLINS,1,"16-JUN-26 05.00.50.741000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"LAUNDARY BASKET"
148384,"SHOPPING BASKET HANDY IRONWOOD F10293 RJK",129,GH,FH,7,"16-JUN-26 04.55.18.344000 PM","HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER",BASKET
148385,"SHOPPING BASKET HANDY IRONWOOD ROUND F10626 RJK",69,6,AKORFA,3,"16-JUN-26 04.46.59.798000 PM","HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER",BASKET
148388,"PLACE MAT W/TAG ROUND MIX COLOR 6PCS",99,6,AKORFA,6,"16-JUN-26 04.49.33.122000 PM","HOME DECOR & TEXTILES","DISH CLOTHS AND NAPKINS","ASSORTED ITEMS"
148797,"CAKE TOPPER HAPPY BIRTHDAY GOLD MIX DESIGN",4.9,6,AKORFA,2,"16-JUN-26 04.51.04.964000 PM","TOYS AND ENTERTAINMENT","PARTY SUPPLIES","CELEBRATION DECOR AND ACCESSORIES"
148804,"SHOE AND HAT RACK 4LAYER METAL YWU",179,6,AKORFA,3,"16-JUN-26 04.59.37.705000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"SHOE RACKS"
148804,"SHOE AND HAT RACK 4LAYER METAL YWU",179,GH,FH,5,"16-JUN-26 04.54.23.769000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"SHOE RACKS"
148809,"CLOTHES HANGER 2LAYER MULTIPURPOSE METAL YWU",199,5,DAVID,123,"16-JUN-26 05.05.15.444000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH HANGERS"
149663,"DZIRE FRIDGE SD 89L SILVER REF-SD-1113A",1799,12,COLLINS,1,"16-JUN-26 05.04.09.379000 PM","ELECTRICAL APPLIANCES",REFRIGERATOR,"SD REFRIGERATOR"
148849,"CUP CAKE STAND 5TIER GOLDSILVER YWU",14.9,5,DAVID,58,"16-JUN-26 05.06.59.217000 PM","HOUSEWARE & KITCHENWARE",BAKEWARE,"BAKING TOOLS AND ACCESSORIES"
147161,"PLATINUM SUNFLOWER OIL 1.8L X 6",99.99,25,DEEPAK,54,"16-JUN-26 05.01.05.084000 PM",SUPERMARKET,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
147161,"PLATINUM SUNFLOWER OIL 1.8L X 6",99.99,GH,FH,-50000,"16-JUN-26 04.58.23.871000 PM",SUPERMARKET,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
145809,"BELPAK CLASSIC T- ROLL 10 ROLLS    6",36.99,5,DAVID,5,"16-JUN-26 04.56.17.277000 PM",SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
145813,"BELPAK DISPENSER KITCHEN TOWEL (NON PERFORATED)  6",41.99,5,DAVID,160330,"16-JUN-26 04.51.13.448000 PM",SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
145813,"BELPAK DISPENSER KITCHEN TOWEL (NON PERFORATED)  6",41.99,5,DAVID,9,"16-JUN-26 04.48.47.610000 PM",SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
14283,"CAMEL ZESTY LIME FRESH LIQUID 125ML 48",16.99,1,KYEI,3,"16-JUN-26 04.49.49.203000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
14283,"CAMEL ZESTY LIME FRESH LIQUID 125ML 48",16.99,1,KYEI,30,"16-JUN-26 04.47.42.338000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
146646,"BEL-AQUA MINERAL WATER 4L JAR 1",11.49,GH,FH,15,"16-JUN-26 05.08.58.050000 PM",SUPERMARKET,BEVERAGES,"MINERAL WATER"
154755,"WATER FUN ANIMAL SILICONE MKR186713",59,6,AKORFA,7,"16-JUN-26 04.52.43.480000 PM","TOYS AND ENTERTAINMENT","ROLE PLAY AND PRETEND TOYS","ANIMAL TOYS"
156577,"ARTIFICIAL FLOWER",95,6,AKORFA,1,"16-JUN-26 05.13.46.350000 PM","HOME DECOR & TEXTILES","HOME DECOR",DECORATIVE
156650,"KIDS TUMBLER WLID AND STRAW 450ML PLASTIC T002 YWU",59,6,AKORFA,3,"16-JUN-26 04.47.14.820000 PM","HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES","CUPS AND TUMBLERS"
156676,"BATH SCRUBBER COTTON AND LINEN YWU",16.9,GH,FH,65,"16-JUN-26 04.51.56.088000 PM","HOUSEWARE & KITCHENWARE",BATHROOM,"BATH BRUSH SPONGES SCOURERS"
155422,"GAS LIGHTER MYQ9-1821",19,6,AKORFA,8,"16-JUN-26 05.12.50.736000 PM","GAS COOKER & ACCESSORIES","GAS COOKER","GAS REGULATOR AND ACCESSORIES"
153246,"DINING SET 1+4 D01150L",1849,5,DAVID,5,"16-JUN-26 05.13.51.038000 PM",FURNITURE,"DINING SETS","4 SEATER SET"
153246,"DINING SET 1+4 D01150L",1849,12,COLLINS,2,"16-JUN-26 05.02.52.027000 PM",FURNITURE,"DINING SETS","4 SEATER SET"
164715,"IRONING BOARD 241",479,12,COLLINS,5,"16-JUN-26 05.01.16.496000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"IRONING BOARD WITH STORAGE"
164715,"IRONING BOARD 241",479,100,SUKHEN,3,"16-JUN-26 04.51.00.299000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"IRONING BOARD WITH STORAGE"
162267,"DZIRE MOSQUITO SWATTER W/UV LAMP MRL-I388",129,GH,FH,12,"16-JUN-26 05.13.15.702000 PM","ELECTRICAL APPLIANCES",ELECTRICALS,"ELE ACCESSORIES"
162389,"X NATURAL MINERAL WATER 750ML 15",2.39,6,AKORFA,2,"16-JUN-26 04.56.19.654000 PM",SUPERMARKET,BEVERAGES,"MINERAL WATER"
164314,"COFFEE AND TEA PRESS 500ML PLASTIC AP-9481",19.9,6,AKORFA,6,"16-JUN-26 04.55.00.965000 PM","HOUSEWARE & KITCHENWARE",DINNERWARE,"TEA AND COFFEE SETS"
162530,"INDOMIE BELLE FULL CHICKEN INSTANT NOODLES 280G 18",16.49,25,DEEPAK,23,"16-JUN-26 05.01.56.892000 PM",SUPERMARKET,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
162530,"INDOMIE BELLE FULL CHICKEN INSTANT NOODLES 280G 18",16.49,12,COLLINS,19,"16-JUN-26 04.56.13.795000 PM",SUPERMARKET,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
164615,"KITCHEN ORGAZINER RACK METAL 128",59,25,DEEPAK,25,"16-JUN-26 04.57.23.147000 PM","HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","RACK SHELF DRAWERS ORGANIZERS"
162014,"DOOR MAT COIR TUFF 16MM ASSORTED 40X70CM",99,6,AKORFA,7,"16-JUN-26 05.00.05.130000 PM","HOME DECOR & TEXTILES","FLOOR MATS","DOOR MAT"
159062,"TOILET BRUSH PP M1600 RJK",39.9,5,DAVID,5,"16-JUN-26 04.57.44.247000 PM","HOUSEWARE & KITCHENWARE","HOME HYGIENE","TOILET BRUSHES"
159062,"TOILET BRUSH PP M1600 RJK",39.9,100,SUKHEN,1,"16-JUN-26 04.51.53.934000 PM","HOUSEWARE & KITCHENWARE","HOME HYGIENE","TOILET BRUSHES"
158512,"FESTIVAL FROM CUVEE 0% CHOCOLATE WINE DRINK 750ML",49.99,100,SUKHEN,2,"16-JUN-26 04.54.11.595000 PM",SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
161583,"DZIRE CEILING FAN 56"" SMOKE BROWN CF 56 B-DEC POLO",419,100,SUKHEN,1,"16-JUN-26 05.01.03.567000 PM","ELECTRICAL APPLIANCES",FAN,"CEILING FAN"
171351,"BELPAK FACIAL TISSUE BOX  36",10.99,33,EKD,2,"16-JUN-26 04.46.25.242000 PM",SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
172968,"ARIEL HIGH STUD SPRING 1KG  12",74.99,T,MANOJ,5,"16-JUN-26 05.01.22.661000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
172969,"ARIEL HIGH STUD DOWNY 1KG  12",79.99,T,MANOJ,5,"16-JUN-26 05.01.00.291000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
169246,"BROOM WSTICK ROMA GBB24",34.9,5,DAVID,63,"16-JUN-26 05.10.22.447000 PM","HOUSEWARE & KITCHENWARE","HOME HYGIENE","BROOM BRUSHES DUSTPANS"
172100,"SKYVEST LED TV 43"" SATELLITE 43S ORV",3049,5,DAVID,6,"16-JUN-26 05.13.37.369000 PM","ELECTRONICS & TELECOM","LED TV","SATELLITE TV"
172100,"SKYVEST LED TV 43"" SATELLITE 43S ORV",3049,100,SUKHEN,3,"16-JUN-26 05.00.34.804000 PM","ELECTRONICS & TELECOM","LED TV","SATELLITE TV"
168856,"BREAD KNIFE 75 CPQT018BR RJK",16.9,6,AKORFA,51,"16-JUN-26 04.53.35.872000 PM","HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","SINGLE KNIFE"
168857,"CARVING KNIFE 725 CPQT018CR RJK",16.9,GH,FH,7,"16-JUN-26 04.52.56.733000 PM","HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","SINGLE KNIFE"
172967,"ARIEL HIGH STUD LAVENDER 1KG  12",79.99,T,MANOJ,6,"16-JUN-26 05.01.08.263000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
166379,"COLANDER WSIDE HANDLES 25.5CM SSTEEL XY-2313",32.9,6,AKORFA,17,"16-JUN-26 04.53.51.610000 PM","HOUSEWARE & KITCHENWARE","KITCHEN TOOLS AND CULTARY",COLANDERS
167246,"TWISCO ENERGY FOOD DRINK SACHET 400G  12",38.99,12,COLLINS,5,"16-JUN-26 04.54.06.996000 PM",SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
167246,"TWISCO ENERGY FOOD DRINK SACHET 400G  12",38.99,12,COLLINS,8,"16-JUN-26 04.49.06.263000 PM",SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
168208,"AKAI CHEST FREEZER SD 100L CF045AC-100W",3089,GH,FH,1,"16-JUN-26 05.03.21.996000 PM","ELECTRICAL APPLIANCES",FREEZER,"SINGLE DOOR FREEZER"
165636,"NESTLE CARNATION TEA CREAMER 370G  24",23.99,GH,FH,12,"16-JUN-26 04.57.26.276000 PM",SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
165732,"CELLO TAPE PLAIN 48MIC 4.5CMX160M",17.9,6,AKORFA,18,"16-JUN-26 04.52.17.243000 PM",STATIONERY,"PACKAGING AND MAILING","   TAPES AND DISPENSERS"
178592,"VACCUM MUG 1200ML SSTEEL STEN TYPE YWU",99,5,DAVID,2,"16-JUN-26 05.10.42.925000 PM","HOUSEWARE & KITCHENWARE",DINNERWARE,"METAL MUGS"
178129,"PAPER DOILIES 20PCS 85 YWU",4.9,25,DEEPAK,52,"16-JUN-26 04.57.32.429000 PM","HOUSEWARE & KITCHENWARE",BAKEWARE,"BAKING TOOLS AND ACCESSORIES"
178219,"BATH SPONGE SET NYLON YWU",19.9,6,AKORFA,6,"16-JUN-26 04.50.58.358000 PM","HOUSEWARE & KITCHENWARE",BATHROOM,"BATH BRUSH SPONGES SCOURERS"
184388,"CLOTHES HANGER 5PCS SET 41CM PLASTIC XZ3166 YWU",29.9,GH,FH,15,"16-JUN-26 04.54.56.817000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH HANGERS"
184388,"CLOTHES HANGER 5PCS SET 41CM PLASTIC XZ3166 YWU",29.9,6,AKORFA,4,"16-JUN-26 04.48.42.841000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH HANGERS"
18373,"PRINCESS COCOA BUTTER CREAM 260ML  4",25.49,T,MANOJ,6,"16-JUN-26 04.54.10.280000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
183303,"MEASURING JUG 250ML PLASTIC BG-670",9.9,12,COLLINS,8,"16-JUN-26 04.59.04.128000 PM","HOUSEWARE & KITCHENWARE",BAKEWARE,"BAKING TOOLS AND ACCESSORIES"
183350,"CLOTHES DRYING RACK SDK119035321",429,100,SUKHEN,1,"16-JUN-26 04.59.42.267000 PM","HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH DRYER"
184068,"COMFORT ROYAL MAGIC FABRIC CONDITIONER 20ML 30",21.49,6,AKORFA,9,"16-JUN-26 04.59.32.946000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
184068,"COMFORT ROYAL MAGIC FABRIC CONDITIONER 20ML 30",21.49,T,MANOJ,200,"16-JUN-26 04.58.05.670000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
184069,"COMFORT BLUE ULTRA  FABRIC CONDITIONER 20ML 30",21.49,T,MANOJ,200,"16-JUN-26 04.58.21.652000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
180247,"BO-16 STYLING GEL (BLACK) 150G  6",11.59,T,MANOJ,11,"16-JUN-26 04.56.19.697000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","HAIR CARE"
180250,"BO-16 HAIR MIST ASSORTED 125ML   6",42.99,T,MANOJ,7,"16-JUN-26 04.54.56.601000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","HAIR CARE"
182225,"NASCO WASHING MACHINE TT 6KG NASTT-B60FL",1899,GH,FH,2,"16-JUN-26 05.02.39.009000 PM","ELECTRICAL APPLIANCES","WASHING MACHINE","TWIN TUB WM"
180324,"COCOA-CARE BODY LOTION S/S 265ML  6",17.99,T,MANOJ,5,"16-JUN-26 04.53.45.855000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
182385,"BBQ PORTABLE WCOOLER BAG",99,6,AKORFA,6,"16-JUN-26 04.53.24.411000 PM","HOUSEWARE & KITCHENWARE",KITCHENWARE,"BAR TOOLS AND ACCESSORIES"
181844,"BANKU PAN WLID 20CM ALUMINUM LDS016",169,GH,FH,2,"16-JUN-26 04.52.37.984000 PM","HOUSEWARE & KITCHENWARE",COOKWARE,"POTS AND PAN"
188628,"COFFEE TABLE 50X60CM ASRTD",429,5,DAVID,9,"16-JUN-26 05.14.42.460000 PM",FURNITURE,"COFFEE / END / NESTING TABLES","COFFEE TABLES"
187418,"SAMSUNG LED TV 43"" SAT SMART UA43F6000",6739,5,DAVID,5,"16-JUN-26 05.00.28.633000 PM","ELECTRONICS & TELECOM","LED TV","SMART TV"
187171,"KNIFE SET 5PCS RJK ID-A823SA1002",99,100,SUKHEN,3,"16-JUN-26 04.52.24.675000 PM","HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","KNIFE SETS"
191058,"KIVO NON-DIARY CREAMER 200G  26",11.99,GH,FH,4,"16-JUN-26 04.57.56.806000 PM",SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
191058,"KIVO NON-DIARY CREAMER 200G  26",11.99,12,COLLINS,33,"16-JUN-26 04.51.54.767000 PM",SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
191846,"MUNCHEE OAT BREEZE DIGESTIVE BISCUITS 84G  36",8.99,GH,FH,12,"16-JUN-26 05.00.07.680000 PM",SUPERMARKET,"FOOD CUPBOARD",BISCUITS
192915,"G&S HUNGRY CLASSIC VANILLA BREAD 350GMS 1",39.99,6,AKORFA,9,"16-JUN-26 05.00.28.017000 PM",SUPERMARKET,BAKERY,BREADS
192930,"AKAI QLED TV 32"" SMART LT-3234T2S2QSMT",1999,12,COLLINS,2,"16-JUN-26 05.12.29.777000 PM","ELECTRONICS & TELECOM","LED TV",OLED/QLED
192930,"AKAI QLED TV 32"" SMART LT-3234T2S2QSMT",1999,5,DAVID,2,"16-JUN-26 05.01.13.864000 PM","ELECTRONICS & TELECOM","LED TV",OLED/QLED
190725,"MANICURE 6PCS SET YWU",22.9,6,AKORFA,2,"16-JUN-26 04.50.20.735000 PM","HOUSEWARE & KITCHENWARE",BATHROOM,"BATHROOM ACCESSORIES"
200289,"H&H MAYONNAISE 250ML 12",27.49,25,DEEPAK,20,"16-JUN-26 04.57.57.844000 PM",SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
200308,"H&H CHICKEN LUNCHEON MEAT 198G 24",21.99,25,DEEPAK,24,"16-JUN-26 05.03.13.050000 PM",SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
200315,"H&H BEEF LUNCHEON MEAT 198G 24",21.99,25,DEEPAK,23,"16-JUN-26 05.03.20.634000 PM",SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
200317,"H&H BEEF LUNCHEON MEAT 340G  24",43.99,25,DEEPAK,99,"16-JUN-26 05.03.02.516000 PM",SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
200644,"TCL AC SPLIT 1.5HP INVERTER R32 TAC-12CSD/XA73I",4399,12,COLLINS,2,"16-JUN-26 05.13.03.877000 PM","ELECTRICAL APPLIANCES","AIR CONDITIONING","SPLIT AC"
195594,"FOOD COVER METAL  6050-28",12.9,100,SUKHEN,20,"16-JUN-26 04.50.20.105000 PM","HOUSEWARE & KITCHENWARE",KITCHENWARE,"KITCHEN ACCESSORIES"
58151,"TOP CHOCO PURE COCOA POWDER 400G  6",99.99,12,COLLINS,9,"16-JUN-26 04.48.16.359000 PM",SUPERMARKET,BEVERAGES,COFFEE
64096,"YAZZ DUCHESS TOOTHBRUSH HARD BRISTLES  72",3.39,6,AKORFA,2,"16-JUN-26 04.56.08.482000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
65188,"AKAI LED BULB 5W CDL E27 LB001A-5WE27C",19,6,AKORFA,9,"16-JUN-26 05.13.33.730000 PM","ELECTRICAL APPLIANCES","LIGHT BULBS","LED BULB"
48384,"5 STAR VANDA COOL DRINK 350ML  16",2.89,100,SUKHEN,39,"16-JUN-26 05.02.38.712000 PM",SUPERMARKET,BEVERAGES,DRINKS
60515,"VASELINE ALOE SOOTHE LOTION  400ML  48",49.99,T,MANOJ,696,"16-JUN-26 04.51.56.624000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
60783,"NIVEA COCOA BUTTER LOTION  400ML   12",79.99,T,MANOJ,63,"16-JUN-26 04.53.08.062000 PM",SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
49192,"POMO TOMATO PASTE (PILLOW PACK)  200G 24",10.99,25,DEEPAK,21,"16-JUN-26 05.02.15.328000 PM",SUPERMARKET,"FOOD CUPBOARD","TOMATO PASTE"
60956,"BINATONE BLENDER  W/MILL 1.5L 350W BLG402/402 MK2",669,6,AKORFA,2,"16-JUN-26 05.03.05.920000 PM","ELECTRICAL APPLIANCES","FOOD PROCESSOR/BLENDER",BLENDERS
