ITEM_CODE,ITEM_NAME,PRICE,AUDIT_QTY,ERP_QTY,DIFF,"DIFF VALUE",DATE,USER,RACK,GROUP,SUB-GROUP
03076,"WEETABIX CEREAL ORIGINAL 450G 14",89.99,15,59,-44,-3959.56,15-JUN-026,HDBS,DNDB,"FOOD CUPBOARD","BREAKFAST CEREALS"
