SHOP_CODE,ITEM_CODE,AUDIT_QTY,GROUP,SUB-GROUP
MKL,101019,0,CURTAINS,"GROMMET CURTAINS"
MKL,101058,0,"FOOD CUPBOARD",SNACKS
MKL,101060,10,"FOOD CUPBOARD",SNACKS
MKL,101063,0,"FOOD CUPBOARD",SNACKS
MKL,101064,10,"FOOD CUPBOARD",SNACKS
MKL,101077,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,101079,0,"HOME AND PERSONAL CARE","LAUNDRY CARE"
MKL,101088,0,KETTLE,"STAINLESS STEEL KETTLE"
MKL,101110,0,"BEVERAGES ALCOHOLIC",WINES
MKL,100796,0,"BEVERAGES ALCOHOLIC",WINES
MKL,100798,0,"BEVERAGES ALCOHOLIC",WINES
MKL,100799,0,"BEVERAGES ALCOHOLIC",WINES
MKL,100802,0,"BEVERAGES ALCOHOLIC",WINES
MKL,100813,0,"CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
MKL,100815,0,"CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
MKL,100818,0,"CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
MKL,100846,0,"SCHOOL AND CHILDREN STATIONERY","NOTE BOOKS"
MKL,100898,0,BEVERAGES,JUICE
MKL,102246,0,"HOME AND PERSONAL CARE",FRAGRANCES
MKL,102269,0,"FOOD CUPBOARD",CONDIMENTS
MKL,101444,0,"BEVERAGES ALCOHOLIC",WHISKEY
MKL,101865,0,"FLASK AND BOTTLES",BOTTLE
MKL,101901,84,"FOOD CUPBOARD","CANNED FOOD"
MKL,101902,0,"FOOD CUPBOARD","CANNED FOOD"
MKL,101951,6,"STORAGE AND ORGANIZER","STORAGE CONTAINERS"
MKL,101954,0,LAUNDARY,"LAUNDRY BASKET/ITEMS"
MKL,101996,0,"STORAGE AND ORGANIZER","STORAGE CONTAINERS"
MKL,102177,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,102192,52,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
MKL,102613,0,BEVERAGES,JUICE
MKL,10286,0,"STORAGE AND ORGANIZER","ICE BUCKETS"
MKL,102864,0,BATHROOM,"BATHROOM SHELF RACKS HOLDERS"
MKL,102866,1,"STORAGE AND ORGANIZER","LUNCH BOXES TIFFINS AND FOOD FLASK"
MKL,102276,0,"HOME AND PERSONAL CARE","ORAL CARE"
MKL,102311,0,"FOOD CUPBOARD","MILK AND CREAMERS"
MKL,102312,0,"FOOD CUPBOARD","MILK AND CREAMERS"
MKL,102313,0,"FOOD CUPBOARD",CONDIMENTS
MKL,102315,0,"HOME HYGIENE","TOILET BRUSHES"
MKL,102507,0,INFANTS,FEEDING
MKL,102512,0,INFANTS,FEEDING
MKL,102516,2,INFANTS,"BABY GENERAL CARE"
MKL,102518,0,INFANTS,FEEDING
MKL,102928,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,102931,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,102950,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,102951,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,102952,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,102955,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,102966,0,"HOME AND PERSONAL CARE",FRESHENERS
MKL,102967,0,"HOME AND PERSONAL CARE",FRESHENERS
MKL,102968,0,"HOME AND PERSONAL CARE",FRESHENERS
MKL,102969,0,"HOME AND PERSONAL CARE",FRESHENERS
MKL,102979,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
MKL,102981,28,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
MKL,102994,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,102995,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,102996,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103005,0,"HOME AND PERSONAL CARE",FRAGRANCES
MKL,103049,0,"DISH CLOTHS AND NAPKINS","KITCHEN NAPKIN AND TOWELS"
MKL,103051,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103052,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103055,58,"HOME AND PERSONAL CARE","SKIN CARE"
MKL,103063,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103064,11,"HOME AND PERSONAL CARE","SKIN CARE"
MKL,103066,618,"HOME AND PERSONAL CARE","SKIN CARE"
MKL,103067,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103112,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103113,30,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103128,4,"HOME AND PERSONAL CARE","SKIN CARE"
MKL,103197,0,BEVERAGES,"MINERAL WATER"
MKL,103199,0,BEVERAGES,"MINERAL WATER"
MKL,103200,0,BEVERAGES,"MINERAL WATER"
MKL,103201,0,BEVERAGES,"MINERAL WATER"
MKL,103492,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103897,0,LAUNDARY,"IRONING BOARDS"
MKL,103966,0,"CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
MKL,103969,0,"BEVERAGES ALCOHOLIC",WHISKEY
MKL,104329,0,COOKWARE,"COOKWARE SET"
MKL,104331,0,COOKWARE,"COOKWARE SET"
MKL,104343,0,"CHEST OF DRAWERS",COD
MKL,104363,15,"FOOD CUPBOARD","BREAKFAST CEREALS"
MKL,104370,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,104374,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,104377,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,103987,33,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,104192,0,"KITCHEN TOOLS AND CULTARY",COLANDERS
MKL,104205,0,"HOME HYGIENE",DUSTBINS
MKL,104207,0,"HOME HYGIENE",DUSTBINS
MKL,103764,0,"HOME AND PERSONAL CARE","LAUNDRY CARE"
MKL,103766,0,"HOME AND PERSONAL CARE","LAUNDRY CARE"
MKL,103768,0,"HOME AND PERSONAL CARE","LAUNDRY CARE"
MKL,103773,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,103775,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103781,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,103783,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,103784,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,103811,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
MKL,103816,0,BEVERAGES,TEA
MKL,103822,0,BEVERAGES,TEA
MKL,103854,0,"FOOD PROCESSOR/BLENDER",BLENDERS
MKL,103877,0,LIGHTING/LAMPS,"TORCH/ LANTERN"
MKL,103889,4,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,103892,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,105077,0,BEVERAGES,DRINKS
MKL,105232,0,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
MKL,104520,0,BEVERAGES,JUICE
MKL,104540,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,104541,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,104543,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,104562,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,104623,0,"MELAMINE WARE","MEL TRAY"
MKL,104648,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
MKL,104670,0,"HOME AND PERSONAL CARE","ORAL CARE"
MKL,104671,0,"HOME AND PERSONAL CARE","ORAL CARE"
MKL,104672,0,"HOME AND PERSONAL CARE","ORAL CARE"
MKL,104673,0,"RICE/ MULTI COOKER","DELUXE RICE COOKER"
MKL,104691,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,104784,0,"FOOD CUPBOARD",BISCUITS
MKL,104785,0,"FOOD CUPBOARD",BISCUITS
MKL,104804,0,BEVERAGES,"MINERAL WATER"
MKL,104825,0,"FOOD CUPBOARD","MILK AND CREAMERS"
MKL,104836,0,"FOOD CUPBOARD",BISCUITS
MKL,104877,0,"HOME AND PERSONAL CARE","ORAL CARE"
MKL,104894,0,"FASHION ACCESSORIES","NOSE COVER"
MKL,104907,0,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
MKL,104955,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,104961,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,104962,0,"HOME AND PERSONAL CARE","LAUNDRY CARE"
MKL,104963,2,"HOME AND PERSONAL CARE","LAUNDRY CARE"
MKL,104978,1,"HOME AND PERSONAL CARE","LAUNDRY CARE"
MKL,105476,0,"FOOD PROCESSOR/BLENDER",BLENDERS
MKL,105486,0,"FOOD PROCESSOR/BLENDER",BLENDERS
MKL,105801,25,BEVERAGES,TEA
MKL,105812,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,105645,5,SERVEWARE,"SERVING TRAYS"
MKL,105233,0,"FOOD CUPBOARD","CANNED FOOD"
MKL,105455,0,"AIR CONDITIONING","AIR COOLERS"
MKL,106700,0,"COMMERCIAL APPLIANCES","POPCORN MAKER"
MKL,106770,0,"STORAGE AND ORGANIZER","ICE BUCKETS"
MKL,106789,0,"FOOD CUPBOARD","BREAKFAST CEREALS"
MKL,105969,22,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
MKL,106024,9,"LED TV","SMART TV"
MKL,106182,30,ELECTRICALS,"ELE ACCESSORIES"
MKL,106354,0,"BEVERAGES ALCOHOLIC",WINES
MKL,106551,800489,"LIGHT BULBS","LED BULB"
MKL,107021,36,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,107321,0,KETTLE,THERMOPOT
MKL,107115,0,BEVERAGES,TEA
MKL,107210,25,AUDIO,"PORTABLE/BT SPEAKER"
MKL,106810,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,106811,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,106812,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,106818,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,106819,27,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,106820,8,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,106821,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,106822,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,106887,0,BEVERAGES,JUICE
MKL,106892,0,"FOOD CUPBOARD",BISCUITS
MKL,106894,0,"FOOD CUPBOARD",BISCUITS
MKL,106990,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,106991,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,106993,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,106995,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,106997,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,107586,0,"HOME AND PERSONAL CARE",FRAGRANCES
MKL,10759,0,"FOOD CUPBOARD","BREAKFAST CEREALS"
MKL,107785,0,"HOME AND PERSONAL CARE","INSECTICIDES AND RODENT CONTROL"
MKL,107808,0,SERVEWARE,"SERVING JUGS"
MKL,107815,0,BEVERAGES,DRINKS
MKL,107819,0,"FOOD CUPBOARD","MILK AND CREAMERS"
MKL,107821,0,"FOOD CUPBOARD","MILK AND CREAMERS"
MKL,107857,0,"FOOD CUPBOARD","HONEY  JAM AND MARMALADE"
MKL,107986,0,FAN,"CEILING FAN"
MKL,107987,0,FAN,"CEILING FAN"
MKL,108103,0,CURTAINS,"GROMMET CURTAINS"
MKL,108131,0,CURTAINS,"GROMMET CURTAINS"
MKL,108134,8,CURTAINS,"GROMMET CURTAINS"
MKL,117192,0,"SCHOOL AND CHILDREN STATIONERY","ART AND HOBBY SETS"
MKL,117194,0,"SCHOOL AND CHILDREN STATIONERY","ART AND HOBBY SETS"
MKL,117206,0,"SCHOOL AND CHILDREN STATIONERY","ART AND HOBBY SETS"
MKL,115707,0,"FOOD CUPBOARD",CONDIMENTS
MKL,117242,0,"GENERAL STATIONERY","   WRITING SUPPLIES"
MKL,117246,0,"GENERAL STATIONERY","   WRITING SUPPLIES"
MKL,117247,0,"GENERAL STATIONERY","   WRITING SUPPLIES"
MKL,117260,0,"GENERAL STATIONERY","   WRITING SUPPLIES"
MKL,117262,0,"GENERAL STATIONERY","   WRITING SUPPLIES"
MKL,117263,0,"GENERAL STATIONERY","   WRITING SUPPLIES"
MKL,117270,0,"SCHOOL AND CHILDREN STATIONERY","  MATHS AND GEOMETRY SETS"
MKL,118277,0,BEVERAGES,JUICE
MKL,118278,0,BEVERAGES,JUICE
MKL,118279,0,BEVERAGES,JUICE
MKL,118282,0,BEVERAGES,JUICE
MKL,118287,0,BEVERAGES,JUICE
MKL,118289,0,BEVERAGES,JUICE
MKL,118304,0,BEVERAGES,"MINERAL WATER"
MKL,115802,0,"GAS COOKER","TABLE TOP GAS STOVE"
MKL,117310,0,"XMAS SEASONAL","xmas season"
MKL,115826,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,117370,0,"XMAS SEASONAL","xmas season"
MKL,117372,0,"XMAS SEASONAL","xmas season"
MKL,115945,0,"HOME AND PERSONAL CARE","FEMININE CARE"
MKL,115949,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,115950,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,115951,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,115952,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,117468,0,"XMAS SEASONAL","xmas season"
MKL,118578,0,"HOME AND PERSONAL CARE",FRESHENERS
MKL,118595,25,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,117587,0,"KITCHEN TOOLS AND CULTARY","WHISKER BEATER AND MIXERS"
MKL,116095,0,"WEIGHING SCALE","BATHROOM SCALE"
MKL,116098,0,"WEIGHING SCALE","BATHROOM SCALE"
MKL,117610,0,"HOME HYGIENE","TOILET BRUSHES"
MKL,117620,0,"KITCHEN TOOLS AND CULTARY","STRAINER AND FILTERS"
MKL,117621,0,"KITCHEN TOOLS AND CULTARY","STRAINER AND FILTERS"
MKL,115154,21,"BEVERAGES ALCOHOLIC",WINES
MKL,115165,0,ELECTRICALS,"EXTENSION CORD"
MKL,115168,0,ELECTRICALS,"EXTENSION CORD"
MKL,115169,41,ELECTRICALS,"EXTENSION CORD"
MKL,115199,0,"BEVERAGES ALCOHOLIC","GIN ."
MKL,117646,5,BATHROOM,"SOAP DISH CASE DISPENSERS"
MKL,117652,0,"STORAGE AND ORGANIZER","STORAGE CONTAINERS"
MKL,117670,0,"HOME HYGIENE","TOILET BRUSHES"
MKL,115211,0,"HOME DECOR","DECORATIVE LIGHTS AND LAMPS"
MKL,115371,0,KITCHENWARE,"RACKS AND HOLDERS"
MKL,115426,0,"FOOD CUPBOARD",BISCUITS
MKL,115428,0,"FOOD CUPBOARD",BISCUITS
MKL,115429,0,"FOOD CUPBOARD",BISCUITS
MKL,116468,0,"HOME AND PERSONAL CARE","ORAL CARE"
MKL,116471,0,"HOME AND PERSONAL CARE","ORAL CARE"
MKL,116479,0,"FRESH DAIRY AND EGGS",Yoghurt
MKL,116480,0,"FRESH DAIRY AND EGGS",Yoghurt
MKL,116901,0,"FLASK AND BOTTLES",BOTTLE
MKL,116539,0,"FROZEN FOOD",ICE-CREAM
MKL,117078,0,ELECTRICALS,"ELE ACCESSORIES"
MKL,117082,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,116610,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
MKL,117182,0,"GENERAL STATIONERY","   WRITING SUPPLIES"
MKL,118147,20,MATTRESS,"Double Size"
MKL,118148,0,MATTRESS,"Queen Size"
MKL,118150,0,KITCHENWARE,"RACKS AND HOLDERS"
MKL,118152,0,"STORAGE AND ORGANIZER",BASKET
MKL,118155,0,LAUNDARY,"BUCKETS AND BASINS"
MKL,118157,0,LAUNDARY,"BUCKETS AND BASINS"
MKL,115645,8,JUICER,"CENTRIFUGAL JUICER"
MKL,112467,0,"STORAGE AND ORGANIZER","LUNCH BOXES TIFFINS AND FOOD FLASK"
MKL,112506,0,LAUNDARY,"CLOTH HANGERS"
MKL,112507,0,LAUNDARY,"CLOTH HANGERS"
MKL,112508,0,LAUNDARY,"CLOTH HANGERS"
MKL,112542,0,"KITCHEN TOOLS AND CULTARY","COOKING TOOL LADLES AND SERVERS"
MKL,112543,0,"KITCHEN TOOLS AND CULTARY","COOKING TOOL LADLES AND SERVERS"
MKL,114160,0,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
MKL,114166,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,114184,4,BEVERAGES,"MINERAL WATER"
MKL,109277,0,INFANTS,FEEDING
MKL,110730,0,"FOOD CUPBOARD",CONDIMENTS
MKL,110732,0,"FOOD CUPBOARD",CONDIMENTS
MKL,110733,0,"FOOD CUPBOARD",CONDIMENTS
MKL,110742,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,110743,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,110744,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,110745,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,110746,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,110747,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,110752,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,110753,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,112554,0,"KITCHEN TOOLS AND CULTARY","COOKING TOOL LADLES AND SERVERS"
MKL,112559,0,"FOOD CUPBOARD",CONDIMENTS
MKL,114229,0,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
MKL,109286,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
MKL,109289,-18,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,109290,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,110777,0,"FOOD CUPBOARD","SALT  SUGAR AND JAGGERY"
MKL,114371,22,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,109569,0,SERVEWARE,"SERVING SET"
MKL,110882,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
MKL,110884,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
MKL,114487,0,DINNERWARE,BOWLS
MKL,114493,0,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
MKL,114529,5,"MELAMINE WARE","MEL BOWL/BOWL+COVER"
MKL,114542,0,BATHROOM,"BATHROOM SHELF RACKS HOLDERS"
MKL,109574,0,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
MKL,11111,0,MISCELLANEOUS,"GIFT VOUCHERS"
MKL,114561,0,"CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
MKL,114593,3,"STORAGE AND ORGANIZER","STORAGE CONTAINERS"
MKL,109732,0,KITCHENWARE,"KITCHEN ACCESSORIES"
MKL,109733,0,KITCHENWARE,"KITCHEN ACCESSORIES"
MKL,113100,0,"FOOD CUPBOARD","MILK AND CREAMERS"
MKL,113150,0,"HOME AND PERSONAL CARE","ORAL CARE"
MKL,113182,0,"FOOD CUPBOARD","BREAKFAST CEREALS"
MKL,113183,0,BEVERAGES,"DRINKING POWDERS"
MKL,114635,0,"STORAGE AND ORGANIZER","STORAGE CONTAINERS"
MKL,114716,0,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
MKL,114751,0,"TOYS CARS TRAINS AND VEHICLES","FRICTION TOYS"
MKL,114753,0,"TOYS CARS TRAINS AND VEHICLES","FRICTION TOYS"
MKL,109766,0,"FOOD CUPBOARD","BAKING INGREDIENTS"
MKL,109770,0,"HOME HYGIENE",DUSTBINS
MKL,109771,0,"HOME HYGIENE",DUSTBINS
MKL,109780,0,"KNIFE AND CHOPPING BOARD","PRESS AND SQUEEZERS"
MKL,109786,0,"STORAGE AND ORGANIZER","STORAGE CONTAINERS"
MKL,109790,0,"FOOD CUPBOARD","NOODLES AND SOUP"
MKL,111380,0,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
MKL,113209,0,"HOME HYGIENE","BROOM BRUSHES DUSTPANS"
MKL,113210,7,"HOME HYGIENE","BROOM BRUSHES DUSTPANS"
MKL,113211,-497868,"HOME HYGIENE","BROOM BRUSHES DUSTPANS"
MKL,113213,0,"HOME HYGIENE","BROOM BRUSHES DUSTPANS"
MKL,113215,9,"HOME HYGIENE","BROOM BRUSHES DUSTPANS"
MKL,108214,0,"BEVERAGES ALCOHOLIC",WINES
MKL,108227,0,"HOME AND PERSONAL CARE",DISPOSABLE
MKL,108229,0,"HOME AND PERSONAL CARE",FRESHENERS
MKL,113236,0,LAUNDARY,"LAUNDARY BRUSH"
MKL,113238,0,"HOME HYGIENE","BROOM BRUSHES DUSTPANS"
MKL,113244,0,"HOME HYGIENE","MOPPING AND WIPING"
MKL,109866,0,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
MKL,109868,0,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
MKL,109878,6,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
MKL,113417,0,"FLASK AND BOTTLES","CUPS AND TUMBLERS"
