ITEM_CODE,ITEM_NAME,PRICE,AUDIT_QTY,ERP_QTY,DIFF,"DIFF VALUE",DATE,USER,RACK,GROUP,SUB-GROUP
03826,"BLUE BAND MARGARINE SPREAD 450G 24",25.99,160,89,71,1845.29,15-JUN-026,HDBS,DNDB,"FOOD CUPBOARD","SPREADS AND TOPPING"
